job_title,company_name,location,skills_required,date_posted,job_link,job_category,work_mode
Fullstack Software Engineer,MyStorage,Ho Chi Minh,"JavaScript, Cloud, Ruby, Python, TypeScript",2025-08-25 00:00:00,https://itviec.com/it-jobs/fullstack-software-engineer-mystorage-4724/content?job_index=13&locale=en&page=45,Fullstack Developer,At office
Back-end Developer (Mid level),Devtify Technologies Corporation,Ho Chi Minh - Da Nang,"Python, NodeJS",2025-08-25 00:00:00,https://itviec.com/it-jobs/back-end-developer-mid-level-devtify-technologies-corporation-3801/content?job_index=14&locale=en&page=45,Backend Developer,At office
Front-end Developer (Mid level),Devtify Technologies Corporation,Ho Chi Minh - Da Nang,"HTML5, CSS",2025-08-25 00:00:00,https://itviec.com/it-jobs/front-end-developer-mid-level-devtify-technologies-corporation-3823/content?job_index=15&locale=en&page=45,Frontend Developer,At office
[HCM/DN/Hybrid] Junior/Senior Manual Test Engineer,KMS Technology,Ho Chi Minh - Da Nang,"QA QC, Selenium, Automation Test, Playwright, API",2025-08-24 00:00:00,https://itviec.com/it-jobs/hcm-dn-hybrid-junior-senior-manual-test-engineer-kms-technology-1836/content?job_index=16&locale=en&page=45,Manual Tester,At office
[HCM/DN/Hybrid] Junior/Senior Automation Test Engineer,KMS Technology,Ho Chi Minh - Da Nang,"Automation Test, Tester, QA QC",2025-08-24 00:00:00,https://itviec.com/it-jobs/hcm-dn-hybrid-junior-senior-automation-test-engineer-kms-technology-0040/content?job_index=17&locale=en&page=45,Automation Tester,Hybrid
Network Engineer,CÔNG TY TNHH GIẢI PHÁP DỮ LIỆU SÁNG TẠO,Ho Chi Minh,"Networking, IT Support, System Admin, Cisco, Firewall",2025-08-24 00:00:00,https://itviec.com/it-jobs/network-engineer-cong-ty-tnhh-giai-phap-du-lieu-sang-tao-5623/content?job_index=18&locale=en&page=45,Network Engineer,At office
Mid/Sr Mobile Dev (iOS/Android) - English required,"Rakuten Fintech Vietnam Co., Ltd.",Ho Chi Minh,"iOS, Java, Android, Web API, Kotlin, Swift",2025-08-24 00:00:00,https://itviec.com/it-jobs/mid-sr-mobile-dev-ios-android-english-required-rakuten-fintech-vietnam-co-ltd-5318/content?job_index=19&locale=en&page=45,Mobile Application Developer,At office
"Trưởng Nhóm IT (System Admin,MS365, SharePoint)",Công Ty Cổ Phần Thương Mại Dạ Hợp,Ha Noi,"System Admin, Windows, Project Management, Security",2025-08-24 00:00:00,https://itviec.com/it-jobs/truong-nhom-it-system-admin-ms365-sharepoint-cong-ty-co-phan-thuong-mai-da-hop-2336/content?job_index=0&locale=en&page=46,Systems Engineer / Administrator,At office
"IT Specialist (AI, Networking, System Admin)",Công Ty Cổ Phần Thiết Bị Mỹ Kim,Ha Noi,"System Admin, AI, Networking, Windows Server, ERP",2025-08-24 00:00:00,https://itviec.com/it-jobs/it-specialist-ai-networking-system-admin-cong-ty-co-phan-thiet-bi-my-kim-4719/content?job_index=1&locale=en&page=46,Systems Engineer / Administrator,At office
MES System Developer (ASP.NET),CÔNG TY TNHH FUJI MACHINE VIỆT NAM,Ha Noi,"ASP.NET, JavaScript, Oracle, SQL, MVC",2025-08-24 00:00:00,https://itviec.com/it-jobs/mes-system-developer-asp-net-cong-ty-tnhh-fuji-machine-viet-nam-4610/content?job_index=2&locale=en&page=46,Integration & Legacy Systems Developer,At office
System Admin (IT Helpdesk),TLD Việt Nam,Ha Noi,"System Admin, Networking, Security, Windows, IT Support",2025-08-24 00:00:00,https://itviec.com/it-jobs/system-admin-it-helpdesk-tld-viet-nam-3425/content?job_index=3&locale=en&page=46,Systems Engineer / Administrator,At office
Python Fullstack Developer (Django/ ReactJS),Công ty TNHH NEWEZ Việt Nam,Ha Noi,"Python, Git, MySQL, API, ReactJS, Django",2025-08-23 00:00:00,https://itviec.com/it-jobs/python-fullstack-developer-django-reactjs-cong-ty-tnhh-newez-viet-nam-4610/content?job_index=4&locale=en&page=46,Fullstack Developer,At office
Fullstack Developer (Java/ Angular),Công ty TNHH NEWEZ Việt Nam,Ha Noi,"Java, Git, Oracle, SQL, Spring Boot, Angular",2025-08-23 00:00:00,https://itviec.com/it-jobs/fullstack-developer-java-angular-cong-ty-tnhh-newez-viet-nam-3949/content?job_index=5&locale=en&page=46,Fullstack Developer,At office
QA Automation Tester (JS),AcceleratorApp,Others,"Playwright, Automation Test, Tester, JavaScript, Jest",2025-08-23 00:00:00,https://itviec.com/it-jobs/qa-automation-tester-js-acceleratorapp-1516/content?job_index=6&locale=en&page=46,Automation Tester,Remote
Product Owner,CodeLink,Ho Chi Minh - Ha Noi - Da Nang,"Product Management, English, AI, Product roadmap, Agile",2025-08-23 00:00:00,https://itviec.com/it-jobs/product-owner-codelink-1312/content?job_index=7&locale=en&page=46,Product Manager,Hybrid
Backend Developer (NodeJS),MetaCrew,Ho Chi Minh,"NodeJS, CSS, HTML, Azure, AWS, ReactJS",2025-08-23 00:00:00,https://itviec.com/it-jobs/backend-developer-nodejs-metacrew-0029/content?job_index=8&locale=en&page=46,Backend Developer,At office
Senior App Designer (Figma),M_Service (MoMo),Ho Chi Minh,"UI-UX, Motion Design, A/B testing, AI, Figma, Design",2025-08-23 00:00:00,https://itviec.com/it-jobs/senior-app-designer-figma-m_service-momo-3518/content?job_index=9&locale=en&page=46,UX/UI Designer,At office
.NET Tech Lead,Ngân Hàng Á Châu | ACB,Ho Chi Minh,".NET, Docker, SQL, ReactJS, Microservices",2025-08-23 00:00:00,https://itviec.com/it-jobs/net-tech-lead-reactjs-microservices-sql-docker-ngan-hang-a-chau-acb-0639/content?job_index=10&locale=en&page=46,Software/Technical Architect,At office
Product Owner,Ngân Hàng Á Châu | ACB,Ho Chi Minh,"Product Owner, Stakeholder management, Product roadmap",2025-08-23 00:00:00,https://itviec.com/it-jobs/product-owner-agile-scrum-ngan-hang-a-chau-acb-5814/content?job_index=11&locale=en&page=46,Product Owner,At office
IT Business Analyst (BA),Ngân Hàng Á Châu | ACB,Ho Chi Minh,"Business Analysis, Wireframing, SRS, Project Management, SQL",2025-08-23 00:00:00,https://itviec.com/it-jobs/business-analyst-srs-sql-english-ngan-hang-a-chau-acb-5516/content?job_index=12&locale=en&page=46,Business Analyst,At office
"Frontend Developer (React JS, JavaScript)",Ngân Hàng Á Châu | ACB,Ho Chi Minh,"ReactJS, CI/CD, AWS, CSS, HTML, JavaScript",2025-08-23 00:00:00,https://itviec.com/it-jobs/frontend-developer-reactjs-javascript-ci-cd-html-ngan-hang-a-chau-acb-4745/content?job_index=13&locale=en&page=46,Frontend Developer,At office
"DevOps Engineer (Python, GitlabCI, ArgoCD, Kubernetes)",Ngân Hàng Á Châu | ACB,Ho Chi Minh,"DevOps, Git, GitLab CI, Kubernetes, Python, CI/CD",2025-08-23 00:00:00,https://itviec.com/it-jobs/devops-engineer-ci-cd-python-kubernetes-git-ngan-hang-a-chau-acb-3143/content?job_index=14&locale=en&page=46,DevOps Engineer,At office
"Chuyên viên NS chuyển đổi số (Project Manager, AI, BI)",VietinBank,Ha Noi,"Project Management, Data Analysis, Business Intelligence, Agile",2025-08-23 00:00:00,https://itviec.com/it-jobs/chuyen-vien-ns-chuyen-doi-so-project-manager-ai-bi-vietinbank-1426/content?job_index=15&locale=en&page=46,Project Manager,At office
Senior React Frontend Developer,Aperia Solutions Vietnam Co Ltd,Ho Chi Minh - Da Nang,"ReactJS, Cloud, CI/CD, JavaScript, Redux, Axios",2025-08-23 00:00:00,https://itviec.com/it-jobs/senior-react-frontend-developer-aperia-solutions-vietnam-co-ltd-5511/content?job_index=16&locale=en&page=46,Frontend Developer,Hybrid
"AI Engineer (Fresher, Ứng viên chuẩn bị tốt nghiệp)",MB Bank,Ha Noi,"AI, TensorFlow, PyTorch, Microservices, C++, Python",2025-08-23 00:00:00,https://itviec.com/it-jobs/ai-engineer-fresher-ung-vien-chuan-bi-tot-nghiep-mb-bank-4003/content?job_index=17&locale=en&page=46,AI / Machine Learning Engineer,At office
"[Middle, Senior] FullStack Developer (Java,Spring Boot)",MB Bank,Ha Noi,"Java, MongoDB, PostgreSql, Microservices, Spring, Oracle",2025-08-23 00:00:00,https://itviec.com/it-jobs/middle-senior-fullstack-developer-java-spring-boot-mb-bank-4134/content?job_index=18&locale=en&page=46,Fullstack Developer,At office
"[Junior, Senior] FullStack Developer (Java,Spring Boot)",MB Bank,Ha Noi,"Java, MongoDB, PostgreSql, Spring, Oracle, SQL",2025-08-23 00:00:00,https://itviec.com/it-jobs/junior-senior-fullstack-developer-java-spring-boot-mb-bank-4512/content?job_index=19&locale=en&page=46,Fullstack Developer,At office
Fresher/ Junior Mobile Developer,Vietmap,Ho Chi Minh,"Flutter, Java, Kotlin, CI/CD, React Native",2025-08-23 00:00:00,https://itviec.com/it-jobs/fresher-junior-mobile-developer-vietmap-4747/content?job_index=0&locale=en&page=47,Mobile Application Developer,At office
Software Developer (Python & .NET),Pacific Technology,Ho Chi Minh,"Python, HTML, ReactJS, .NET, JavaScript, Django",2025-08-23 00:00:00,https://itviec.com/it-jobs/software-developer-python-net-pacific-technology-4455/content?job_index=1&locale=en&page=47,Backend Developer,At office
Frontend Developer (JavaScript/HTML),SHINHAN DS,Ho Chi Minh,"Java, JavaScript, CSS, HTML, Spring, ReactJS",2025-08-23 00:00:00,https://itviec.com/it-jobs/junior-web-developer-java-reactjs-shinhan-ds-1641/content?job_index=2&locale=en&page=47,Fullstack Developer,At office
Senior Business Analyst,Trustify Technology,Ho Chi Minh,"Business Analysis, Figma, Data Analysis, English",2025-08-23 00:00:00,https://itviec.com/it-jobs/senior-business-analyst-trustify-technology-0350/content?job_index=3&locale=en&page=47,Business Analyst,At office
Fullstack ReactJS/ NodeJS Developer (Middle/Senior),Saigon Technology,Ho Chi Minh - Da Nang,"ReactJS, NodeJS, JavaScript, NextJS, TypeScript, English",2025-08-23 00:00:00,https://itviec.com/it-jobs/fullstack-reactjs-nodejs-developer-middle-senior-saigon-technology-3822/content?job_index=4&locale=en&page=47,Fullstack Developer,Hybrid
Software Developer (C/C++),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Ha Noi,"C language, OOP, C++",2025-08-23 00:00:00,https://itviec.com/it-jobs/software-developer-c-c-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-4055/content?job_index=5&locale=en&page=47,Game Developer,At office
Data Analyst,Deliveree On-Demand Logistics,Ho Chi Minh,"Data Analysis, English, Google BigQuery, Database, PostgreSql",2025-08-23 00:00:00,https://itviec.com/it-jobs/data-analyst-deliveree-on-demand-logistics-4534/content?job_index=6&locale=en&page=47,Data Analyst,At office
Senior Backend .NET Developer,Aperia Solutions Vietnam Co Ltd,Ho Chi Minh - Da Nang,".NET, CI/CD, English, Cloud",2025-08-23 00:00:00,https://itviec.com/it-jobs/senior-backend-net-developer-aperia-solutions-vietnam-co-ltd-2008/content?job_index=7&locale=en&page=47,Backend Developer,Hybrid
Middle - Senior Business Analyst (VMS/AI),OTS,Ho Chi Minh,"Business Analysis, Project Management, Agile, AI, Figma",2025-08-23 00:00:00,https://itviec.com/it-jobs/middle-senior-business-analyst-vms-ai-ots-1359/content?job_index=8&locale=en&page=47,Business Analyst,At office
Middle/Senior Python Developer (Machine Learning),MenuCoster,Ha Noi - Ho Chi Minh - Da Nang,"Python, Database, API, scikit-learn, Machine Learning, SQL",2025-08-22 00:00:00,https://itviec.com/it-jobs/middle-senior-python-developer-machine-learning-menucoster-2724/content?job_index=9&locale=en&page=47,AI / Machine Learning Engineer,At office
Business Analyst,SSI Securities Corporation,Ha Noi,"Business Analysis, Agile, Jira, Product Owner",2025-08-22 00:00:00,https://itviec.com/it-jobs/business-analyst-ssi-securities-corporation-4834/content?job_index=10&locale=en&page=47,Software/Technical Architect,At office
Manual Tester/ Automation Tester,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VPS,Ha Noi,"Tester, Automation Test, TestLink, Agile, Unit test",2025-08-22 00:00:00,https://itviec.com/it-jobs/manual-tester-automation-tester-cong-ty-co-phan-chung-khoan-vps-1432/content?job_index=11&locale=en&page=47,Manual Tester,At office
VDS - Solution Architect (Java/ JavaScript),Viettel Group,Ha Noi,"Solution Architecture, JavaScript, Java",2025-08-22 00:00:00,https://itviec.com/it-jobs/vds-solution-architect-java-javascript-viettel-group-1038/content?job_index=12&locale=en&page=47,Solution Architect,At office
Middle Flutter Developer (Kotlin/Android),InetKR,Ho Chi Minh,"Flutter, Agora, Kotlin, Android, Firebase",2025-08-22 00:00:00,https://itviec.com/it-jobs/middle-flutter-developer-kotlin-android-inetkr-4126/content?job_index=13&locale=en&page=47,Mobile Application Developer,At office
"Senior Backend Engineer (Laravel/Symfony, English)",Gradion,Ho Chi Minh - Da Nang,"Symfony, SQL, Laravel, PHP",2025-08-22 00:00:00,https://itviec.com/it-jobs/senior-backend-engineer-laravel-symfony-english-gradion-5057/content?job_index=14&locale=en&page=47,Fullstack Developer,Hybrid
Manual Software Test Lead (QA QC),Rakus Vietnam Company,Ho Chi Minh,"QA QC, Integration test, Tester, Team Management",2025-08-22 00:00:00,https://itviec.com/it-jobs/manual-software-test-lead-qa-qc-rakus-vietnam-company-3140/content?job_index=15&locale=en&page=47,Manual Tester,At office
[Remote] Frontend Dev (React Router v7 + TypeScript),Tekve,International,"ReactJS, Figma, Docker, Git, API, TypeScript",2025-08-22 00:00:00,https://itviec.com/it-jobs/remote-frontend-dev-react-router-v7-typescript-tekve-0137/content?job_index=16&locale=en&page=47,Frontend Developer,Remote
Backend Engineer,LINE Vietnam,Ho Chi Minh,"Java, CI/CD, Spring Boot, Kotlin, Spring",2025-08-22 00:00:00,https://itviec.com/it-jobs/backend-engineer-line-vietnam-0211/content?job_index=17&locale=en&page=47,Backend Developer,Hybrid
Senior Software Engineer - Java (Onsite),Trinity Technology,Ha Noi,"Java, Cloud, Microservices Architecture, Docker, NoSQL",2025-08-22 00:00:00,https://itviec.com/it-jobs/senior-software-engineer-java-onsite-trinity-technology-4950/content?job_index=18&locale=en&page=47,Backend Developer,At office
Middle/Senior Business Analyst (Logistics/ERP/English),APOLLOGIX,Ho Chi Minh,"Business Analysis, English, Figma, Jira, ERP",2025-08-22 00:00:00,https://itviec.com/it-jobs/middle-senior-business-analyst-logistics-erp-apollogix-4618/content?job_index=19&locale=en&page=47,Business Analyst,At office
"IT System Engineer (Cloud, AWS, Azure)",Bray Leino Splash Group,Ho Chi Minh,"Cloud, Nginx, Windows Server, DNS Security, Azure, AWS",2025-08-22 00:00:00,https://itviec.com/it-jobs/it-system-engineer-cloud-aws-azure-bray-leino-splash-group-5206/content?job_index=0&locale=en&page=48,Systems Engineer / Administrator,At office
"Fullstack Engineer (Java, React, TypeScript)",Katalon,Ho Chi Minh,"Java, Quarkus, Kafka, PostgreSql, ReactJS, TypeScript",2025-08-22 00:00:00,https://itviec.com/it-jobs/fullstack-engineer-java-react-typescript-katalon-1502/content?job_index=1&locale=en&page=48,Fullstack Developer,Hybrid
Technical Project Manager,OL Vietnam,Ho Chi Minh,"Project Management, AI, Azure, AWS, Cloud, Leadership",2025-08-22 00:00:00,https://itviec.com/it-jobs/technical-project-manager-ol-vietnam-0558/content?job_index=2&locale=en&page=48,Project Manager,At office
"Backend Developer (NodeJS/NestJS, PostgreSQL)",Lia Beauty,Ho Chi Minh,"NestJS, API, Git, TypeScript, PostgreSql, NodeJS",2025-08-22 00:00:00,https://itviec.com/it-jobs/backend-developer-nodejs-nestjs-postgresql-lia-beauty-2356/content?job_index=3&locale=en&page=48,Backend Developer,At office
"Mobile Developer (React Native, iOS/Android)",Lia Beauty,Ho Chi Minh,"React Native, Design, UI-UX, Android, iOS",2025-08-22 00:00:00,https://itviec.com/it-jobs/mobile-developer-react-native-ios-android-lia-beauty-0656/content?job_index=4&locale=en&page=48,Mobile Application Developer,At office
Business Analyst – CoreBanking T24,Ngân hàng TNHH MTV Việt Nam Hiện Đại (MBV),Ha Noi,"Business Analysis, SRS, Design Systems, Solution Architecture",2025-08-22 00:00:00,https://itviec.com/it-jobs/business-analyst-corebanking-t24-ngan-hang-tnhh-mtv-viet-nam-hien-dai-mbv-0822/content?job_index=5&locale=en&page=48,Business Analyst,At office
Chuyên viên chính/cao cấp Lập trình AI,Ngân hàng TMCP Tiên Phong | TPBank,Ha Noi,"AI, CI/CD, Deep Learning, Machine Learning",2025-08-22 00:00:00,https://itviec.com/it-jobs/chuyen-vien-chinh-cao-cap-lap-trinh-ai-ngan-hang-tmcp-tien-phong-tpbank-5030/content?job_index=6&locale=en&page=48,AI / Machine Learning Engineer,At office
Senior QA Engineer (Manual Software Tester),Visily,Ho Chi Minh,"Tester, Automation Test, Leadership, QA QC",2025-08-22 00:00:00,https://itviec.com/it-jobs/senior-qa-engineer-manual-software-tester-visily-3122/content?job_index=7&locale=en&page=48,Manual Tester,Hybrid
Hybrid - Senior Mobile Developer (Flutter/React Native),Elisoft,Ho Chi Minh,"iOS, Android, React Native, Flutter, English",2025-08-21 00:00:00,https://itviec.com/it-jobs/hybrid-senior-mobile-developer-flutter-react-native-elisoft-0710/content?job_index=8&locale=en&page=48,Mobile Application Developer,Hybrid
Hybrid - Senior Android Developer (Java/Kotlin/English),Elisoft,Ho Chi Minh,"Android, MVP, Kotlin, Java, English",2025-08-21 00:00:00,https://itviec.com/it-jobs/hybrid-senior-android-developer-java-kotlin-english-elisoft-0653/content?job_index=9&locale=en&page=48,Mobile Application Developer,Hybrid
Junior Quality Control Engineer / Tester (QC),OLLI,Ho Chi Minh,"QA QC, Jira, AI, UI-UX, Tester",2025-08-21 00:00:00,https://itviec.com/it-jobs/junior-quality-control-engineer-tester-qc-olli-0940/content?job_index=10&locale=en&page=48,Test Coordinator / QAQC Coordinator,At office
"Senior Embedded Software Engineer- C/C++, Python, Linux",OLLI,Ho Chi Minh,"Embedded, Linux, IoT, Python, C language, C++",2025-08-21 00:00:00,https://itviec.com/it-jobs/senior-embedded-software-engineer-c-c-python-linux-olli-3955/content?job_index=11&locale=en&page=48,Embedded Engineer,At office
"Senior QC Engineer (QA QC, Tester, Automation)",Ahamove,Ho Chi Minh,"QA QC, Automation Test, CI/CD, Java, Python, Tester",2025-08-21 00:00:00,https://itviec.com/it-jobs/senior-qc-engineer-qa-qc-tester-automation-ahamove-0826/content?job_index=12&locale=en&page=48,Automation Tester,At office
"2+ years Project Manager (PHP, Laravel, VueJS)","TIMIND CO.,LTD",Ha Noi,"PHP, VueJS, Leadership, JavaScript, Project Management",2025-08-21 00:00:00,https://itviec.com/it-jobs/2-years-project-manager-php-laravel-vuejs-timind-co-ltd-3654/content?job_index=13&locale=en&page=48,Project Manager,At office
"Frontend Engineer (ReactJs,NextJs)",Spartan Dev Inc,Ho Chi Minh - Da Nang,"ReactJS, NextJS",2025-08-21 00:00:00,https://itviec.com/it-jobs/frontend-engineer-reactjs-nextjs-spartan-dev-inc-5701/content?job_index=14&locale=en&page=48,Frontend Developer,Hybrid
"Backend Engineer (Java, Kotlin)",Spartan Dev Inc,Ho Chi Minh - Da Nang,"Java, Spring Boot, English, Kotlin",2025-08-21 00:00:00,https://itviec.com/it-jobs/backend-engineer-java-kotlin-spartan-dev-inc-4817/content?job_index=15&locale=en&page=48,Backend Developer,Hybrid
Senior Java Developer,SSI Securities Corporation,Ha Noi,"Java, Microservices, Spring, Spring Boot",2025-08-21 00:00:00,https://itviec.com/it-jobs/senior-java-developer-ssi-securities-corporation-0420/content?job_index=16&locale=en&page=48,Software/Technical Architect,At office
Backend Developer (NodeJS/Blockchain) - Night Shift,B'CLASS,Ho Chi Minh,"JavaScript, Blockchain, AWS, NodeJS, SQL, English",2025-08-21 00:00:00,https://itviec.com/it-jobs/backend-developer-nodejs-blockchain-night-shift-b-class-4541/content?job_index=17&locale=en&page=48,Backend Developer,At office
Tech Services Manager,Sunbytes,Ho Chi Minh,"Leadership, Presale, Software Architecture",2025-08-21 00:00:00,https://itviec.com/it-jobs/tech-services-manager-sunbytes-2708/content?job_index=18&locale=en&page=48,Manager,At office
Product Manager,UQPAY,Ho Chi Minh - Da Nang - Ha Noi,"Product Management, English, Chinese, Product Owner",2025-08-21 00:00:00,https://itviec.com/it-jobs/product-manager-uqpay-3328/content?job_index=19&locale=en&page=48,Product Manager,Remote
(Senior/Middle) QA Engineer,Aperia Solutions Vietnam Co Ltd,Ho Chi Minh - Da Nang,"Jmeter, English, QA QC, Automation Test",2025-09-05 23:48:00,https://itviec.com/it-jobs/senior-middle-qa-engineer-aperia-solutions-vietnam-co-ltd-2143/content?job_index=0&locale=en,Automation Tester,At office
Senior HRIS SuccessFactors Consultant,ONE Tech Stop Vietnam Company Ltd,Ho Chi Minh - Da Nang,"SAP, System Admin, Agile, Project Management",2025-09-05 23:48:00,https://itviec.com/it-jobs/senior-hris-successfactors-consultant-one-tech-stop-vietnam-company-ltd-1322/content?job_index=1&locale=en,Systems Engineer / Administrator,Remote
Fullstack Developer (Nodejs/Vue...)- upto 40M net,OpenCommerce Group,Ha Noi,"NodeJS, Java, Python, PostgreSql, ReactJS, VueJS",2025-09-05 23:41:00,https://itviec.com/it-jobs/fullstack-developer-nodejs-vue-upto-40m-net-opencommerce-group-0048/content?job_index=2&locale=en,Fullstack Developer,At office
Frontend Developer (React/Next.js),Boxgate,Ho Chi Minh,"ReactJS, Git, API, CSS 3, HTML5, NextJS",2025-09-05 23:23:00,https://itviec.com/it-jobs/frontend-developer-react-next-js-boxgate-1605/content?job_index=3&locale=en,Frontend Developer,At office
"Embedded Software Engineer (C++, Linux)",Samsung Electronics HCMC CE Complex,Ho Chi Minh,"Embedded, Linux, C++",2025-09-05 23:03:00,https://itviec.com/it-jobs/embedded-software-engineer-c-linux-samsung-electronics-hcmc-ce-complex-1601/content?job_index=4&locale=en,Enterprise Application Developer (CRM),At office
C++/C# Developer,Samsung Electronics HCMC CE Complex,Ho Chi Minh,"C++, C#, OOP",2025-09-05 23:03:00,https://itviec.com/it-jobs/c-c-developer-samsung-electronics-hcmc-ce-complex-1547/content?job_index=5&locale=en,Enterprise Application Developer (CRM),At office
"Embedded Project Management (MCU, C++)",Samsung Electronics HCMC CE Complex,Ho Chi Minh,"Embedded, Project Management, C++",2025-09-05 23:02:00,https://itviec.com/it-jobs/embedded-project-management-mcu-c-samsung-electronics-hcmc-ce-complex-1449/content?job_index=6&locale=en,Manager,At office
Senior IT Risks Management Specialist,MB Bank,Ha Noi,"Risk Management, Pentest, Tableau, Data Analysis, Python",2025-09-05 23:00:00,https://itviec.com/it-jobs/senior-it-risks-management-specialist-mb-bank-5958/content?job_index=7&locale=en,IT Auditor / IT Risk Manager,At office
"AI Architect (Python, Microservices, Docker)",ABBANK,Ha Noi,"AI, Docker, Microservices, Python",2025-09-05 23:00:00,https://itviec.com/it-jobs/ai-architect-python-microservices-docker-abbank-0435/content?job_index=8&locale=en,AI Architect,At office
AI Engineer (Machine Learning),VNEXT SOFTWARE,Ha Noi,"AI, JavaScript, Machine Learning, API, Python, TypeScript",2025-09-05 23:00:00,https://itviec.com/it-jobs/ai-engineer-machine-learning-vnext-software-3635/content?job_index=9&locale=en,AI / Machine Learning Engineer,At office
Sr Microsoft Dynamic 365 Dev (JavaScript/TypeScript),Scandinavian Software Park,Ha Noi,"Microsoft Dynamics 365, ReactJS, TypeScript, JavaScript",2025-09-05 23:00:00,https://itviec.com/it-jobs/sr-microsoft-dynamic-365-dev-javascript-typescript-scandinavian-software-park-0403/content?job_index=10&locale=en,Fullstack Developer,At office
Project Manager (Onsite Japan),NEC Vietnam,Ho Chi Minh - Ha Noi,"Bridge Engineer, Japanese IT Communication",2025-09-05 23:00:00,https://itviec.com/it-jobs/project-manager-onsite-japan-nec-vietnam-5011/content?job_index=11&locale=en,Project Manager,Hybrid
Database Administrator (DBA) - Up to 2500$,Viettel Post (A Member of Viettel Group),Ha Noi,"System Architecture, Microsoft SQL Server, System Admin, Linux",2025-09-05 23:00:00,https://itviec.com/it-jobs/database-administrator-dba-up-to-2500-viettel-post-a-member-of-viettel-group-2300/content?job_index=12&locale=en,Database Administrator,At office
DevSecOps Engineer (Network Engineer L2),CODE88 COMPANY LIMITED,Ho Chi Minh,"Cloud Security, Linux, DevSecOps",2025-09-05 23:00:00,https://itviec.com/it-jobs/devsecops-engineer-network-engineer-l2-code88-company-limited-1819/content?job_index=13&locale=en,DevOps Engineer,At office
QA Automation Engineer (Ho Chi Minh City),mgm technology partners Vietnam,Ho Chi Minh,"Automation Test, Tester, QA QC, SQL, English",2025-09-05 23:00:00,https://itviec.com/it-jobs/qa-automation-engineer-ho-chi-minh-city-mgm-technology-partners-vietnam-1721/content?job_index=14&locale=en,Automation Tester,Hybrid
"Senior Back End Engineer (NodeJS,NestJS,Python,SQL,AI)",Homebase Vietnam,Ho Chi Minh,"NodeJS, NestJS, AI, SQL, Python, English",2025-09-05 22:00:00,https://itviec.com/it-jobs/senior-back-end-engineer-nodejs-nestjs-python-sql-ai-homebase-vietnam-2310/content?job_index=15&locale=en,Backend Developer,At office
Software Quality Assurance (Automation & Manual Tester),MiTek Viet Nam,Ho Chi Minh,"Automation Test, C#, Tester, Robot Framework, Selenium",2025-09-05 22:00:00,https://itviec.com/it-jobs/software-quality-assurance-automation-manual-tester-mitek-viet-nam-4224/content?job_index=16&locale=en,Automation Tester,At office
Chuyên viên phân tích nghiệp vụ (BA),Trung tâm công nghệ thông tin MobiFone,Ha Noi,"Business Analysis, Data Analysis, Market research, Agile",2025-09-05 22:00:00,https://itviec.com/it-jobs/chuyen-vien-phan-tich-nghiep-vu-ba-trung-tam-cong-nghe-thong-tin-mobifone-5804/content?job_index=17&locale=en,Business Analyst,At office
Senior Backend Engineer (Golang),Qualgo Technologies,Ho Chi Minh,"Golang, Cloud, Kafka, SQL, Kubernetes, Docker",2025-09-05 22:00:00,https://itviec.com/it-jobs/senior-backend-engineer-golang-qualgo-technologies-5201/content?job_index=18&locale=en,Backend Developer,At office
"Chuyên viên vận hành, khai thác hệ thống -Linux, Window",Trung tâm công nghệ thông tin MobiFone,Ha Noi,"Linux, MySQL, Cloud, English, Networking, Windows",2025-09-05 22:00:00,https://itviec.com/it-jobs/chuyen-vien-van-hanh-khai-thac-he-thong-trung-tam-cong-nghe-thong-tin-mobifone-0044/content?job_index=19&locale=en,Systems Engineer / Administrator,At office
"Chuyên viên nghiên cứu, phát triển sản phẩm (PO)",Trung tâm công nghệ thông tin MobiFone,Ha Noi,"Product Owner, English, Big Data, AI",2025-09-05 22:00:00,https://itviec.com/it-jobs/chuyen-vien-nghien-cuu-phat-trien-san-pham-po-trung-tam-cong-nghe-thong-tin-mobifone-5543/content?gclid=Cj0KCQjwsrWZBhC4ARIsAGGUJur0Ci6MAKumjhjae1FNa5C37Wz_br-VdO-sZBkMAD67-t4NbJ6eR7EaAh5oEALw_wcB&job_index=0&locale=en&page=2,Product Owner,At office
Senior Data Engineer,Qualgo Technologies,Ho Chi Minh,"Database, ELT, ETL, Data modeling, Data Warehousing",2025-09-05 22:00:00,https://itviec.com/it-jobs/senior-data-engineer-qualgo-technologies-0852/content?gclid=Cj0KCQjwsrWZBhC4ARIsAGGUJur0Ci6MAKumjhjae1FNa5C37Wz_br-VdO-sZBkMAD67-t4NbJ6eR7EaAh5oEALw_wcB&job_index=1&locale=en&page=2,Data Engineer,At office
Senior Full Stack Developer,Simpson Strong-Tie Vietnam,Ho Chi Minh,"JavaScript, English, NextJS, TypeScript, Java, VueJS",2025-09-05 22:00:00,https://itviec.com/it-jobs/senior-full-stack-developer-simpson-strong-tie-vietnam-4823/content?gclid=Cj0KCQjwsrWZBhC4ARIsAGGUJur0Ci6MAKumjhjae1FNa5C37Wz_br-VdO-sZBkMAD67-t4NbJ6eR7EaAh5oEALw_wcB&job_index=2&locale=en&page=2,Fullstack Developer,Hybrid
