job_title,company_name,location,skills_required,date_posted,job_link,job_category,work_mode
"Network Product Developer (C, C++, IP Network, Linux)",SkyLab,Ho Chi Minh,"C language, Linux, Golang, Networking, C++",2025-10-07 02:43:17,https://itviec.com/it-jobs/network-product-developer-skylab-3928/content?job_index=18&locale=en&page=19,Network Engineer,At office,2025-10-19 03:09:25
"Principal Engineer (Java, Spring Boot)",Timo,Ho Chi Minh,"Java, Spring Boot, Software Architecture",2025-10-07 02:43:19,https://itviec.com/it-jobs/principal-engineer-java-spring-boot-timo-0800/content?job_index=19&locale=en&page=19,Manager,At office,2025-10-19 03:09:25
Senior Fullstack ReactJS Developer (NodeJS),Saigon Technology,Ho Chi Minh,"ReactJS, NextJS, English, JavaScript, TypeScript, NodeJS",2025-10-07 02:43:29,https://itviec.com/it-jobs/senior-fullstack-reactjs-developer-nodejs-saigon-technology-1940/content?job_index=0&locale=en&page=20,Fullstack Developer,Hybrid (flexible between home and office),2025-10-19 03:09:25
"Fullstack developer (Nodejs, PHP, NextJs, Angular)",eUp Group,Ha Noi,"NodeJS, JavaScript, NextJS, Angular, TypeScript, PHP",2025-10-07 02:43:31,https://itviec.com/it-jobs/fullstack-developer-nodejs-php-nextjs-angular-eup-group-4757/content?job_index=1&locale=en&page=20,Fullstack Developer,At office,2025-10-19 03:09:25
"Remote Backend Developer (Python/NodeJS, AI Automation)",AZ Digital Asset Group,Ho Chi Minh - Ha Noi - Da Nang,"NodeJS, Cryptocurrency, AI, LLM, Blockchain, Python",2025-10-07 02:43:33,https://itviec.com/it-jobs/backend-developer-az-digital-asset-group-1738/content?job_index=2&locale=en&page=20,Backend Developer,"Remote, Thu Duc City, Ho Chi Minh",2025-10-19 03:09:25
"Senior/Principal PHP Engineer (Symfony, Laravel)",Fastboy Marketing,Ho Chi Minh,"PHP, Symfony, Laravel, OOP, AWS, SQL",2025-10-07 02:43:34,https://itviec.com/it-jobs/senior-principal-php-engineer-symfony-laravel-fastboy-marketing-5117/content?job_index=3&locale=en&page=20,Backend Developer,Hybrid (flexible between home and office),2025-10-19 03:09:25
Senior Python Engineer,GFT Technologies Vietnam,Ho Chi Minh - Ha Noi,"Python, English",2025-10-07 02:43:36,https://itviec.com/it-jobs/senior-python-engineer-gft-technologies-vietnam-4218/content?job_index=4&locale=en&page=20,Backend Developer,Hybrid (flexible between home and office),2025-10-19 03:09:25
Senior Devops,Vinamilk,Ho Chi Minh,"DevOps, AWS, Kubernetes, CI/CD, Cloud, Grafana",2025-10-07 02:43:38,https://itviec.com/it-jobs/senior-devops-vinamilk-0644/content?job_index=5&locale=en&page=20,DevOps Engineer,At office,2025-10-19 03:09:25
Java Backend Developer Expert,FE CREDIT,Ho Chi Minh,"Java, Database, Agile, AWS, Spring Boot",2025-10-07 02:43:39,https://itviec.com/it-jobs/java-backend-developer-expert-fe-credit-2703/content?job_index=6&locale=en&page=20,Software/Technical Architect,At office,2025-10-19 03:09:25
[Project OneVN] Technical Manager (Java/ ReactJS) - 90M,Amigo,Ha Noi,"Team Management, CI/CD, NextJS, ReactJS, Spring Boot, Java",2025-10-07 02:43:41,https://itviec.com/it-jobs/project-onevn-technical-manager-java-reactjs-90m-amigo-0213/content?job_index=7&locale=en&page=20,Manager,At office,2025-10-19 03:09:25
"NestJS Backend Developer (NodeJS, API, RabbitMQ, Kafka)",Vietnix,Ho Chi Minh,"NestJS, API, Docker, Microservices, Kafka, NodeJS",2025-10-06 02:43:43,https://itviec.com/it-jobs/nestjs-backend-developer-nodejs-api-rabbitmq-kafka-vietnix-2343/content?job_index=8&locale=en&page=20,Backend Developer,At office,2025-10-19 03:09:25
"Sr Web Fullstack Developer (Wordpress, PHP, JavaScript)",OceanNet Software,Ho Chi Minh,"JavaScript, Fullstack, UI-UX, ReactJS, Wordpress, PHP",2025-10-06 02:43:44,https://itviec.com/it-jobs/sr-web-fullstack-developer-wordpress-php-javascript-oceannet-software-3157/content?job_index=9&locale=en&page=20,Fullstack Developer,At office,2025-10-19 03:09:25
AI Engineer,Spiraledge,Ho Chi Minh,"AI, LLM, TypeScript, NodeJS, Python",2025-10-06 02:43:46,https://itviec.com/it-jobs/ai-engineer-spiraledge-5724/content?job_index=10&locale=en&page=20,AI / Machine Learning Engineer,At office,2025-10-19 03:09:25
Middle/Senior Front-End Developer,Laidon Group,Ho Chi Minh,"Ui5, HTML, ReactJS, JavaScript, CSS, English",2025-10-05 02:43:48,https://itviec.com/it-jobs/middle-senior-front-end-developer-laidon-group-0902/content?job_index=11&locale=en&page=20,Frontend Developer,At office,2025-10-19 03:09:25
Senior Project Manager,Silicon Prime Labs,Ho Chi Minh,"Project Management, Agile, English",2025-10-05 02:43:49,https://itviec.com/it-jobs/senior-project-manager-silicon-prime-labs-4213/content?job_index=12&locale=en&page=20,Project Manager,At office,2025-10-19 03:09:25
Trưởng Phòng Công Nghệ,VTC NETVIET,Ha Noi,"Team Management, Agile, Java, Cloud, Security",2025-10-19 02:00:51,https://itviec.com/it-jobs/truong-phong-cong-nghe-vtc-netviet-2258/content?job_index=13&locale=en&page=20,Manager,At office,2025-10-19 03:09:25
"Fullstack Developer (NodeJS, ReactJS)",CÔNG TY TNHH AVADA GROUP,Ha Noi,"NodeJS, Agile, Google Cloud, MongoDB, ReactJS",2025-10-19 02:00:53,https://itviec.com/it-jobs/fullstack-developer-nodejs-reactjs-cong-ty-tnhh-avada-group-4707/content?job_index=14&locale=en&page=20,Fullstack Developer,At office,2025-10-19 03:09:25
AI Engineer,VTC NETVIET,Ha Noi,"AI, TensorFlow, Machine Learning, Python, Java",2025-10-19 02:00:54,https://itviec.com/it-jobs/ai-engineer-vtc-netviet-2740/content?job_index=15&locale=en&page=20,AI / Machine Learning Engineer,At office,2025-10-19 03:09:25
"IT System Admin (Linux, Apache, Docker)",Viện nghiên cứu và phát triển Sản phẩm thiên nhiên (IRDOP),Ha Noi,"System Admin, Docker, Linux, API, NodeJS, JavaScript",2025-10-18 03:43:56,https://itviec.com/it-jobs/it-system-admin-linux-apache-docker-vien-nghien-cuu-va-phat-trien-san-pham-thien-nhien-irdop-1841/content?job_index=16&locale=en&page=20,Systems Engineer / Administrator,At office,2025-10-19 03:09:25
Software & Electronics Application Engineer,Pfeiffer Vacuum+FAB Solutions Vietnam Co. Ltd,Binh Duong,"Embedded, Cloud, Firmware, LabVIEW, Python, C++",2025-10-18 03:43:57,https://itviec.com/it-jobs/software-electronics-application-engineer-pfeiffer-vacuum-fab-solutions-vietnam-co-ltd-2312/content?job_index=17&locale=en&page=20,Embedded Engineer,At office,2025-10-19 03:09:25
"IOS Developer (Swift, Objective C, MVC)",Công ty Cổ phần Công nghệ Binary Bridge Labs,Ha Noi,"iOS, Unit test, MVC, Objective C, Swift, Mobile Apps",2025-10-18 03:43:59,https://itviec.com/it-jobs/ios-developer-swift-objective-c-mvc-cong-ty-co-phan-cong-nghe-binary-bridge-labs-0833/content?job_index=18&locale=en&page=20,Mobile Application Developer,At office,2025-10-19 03:09:25
"Android Developer (Java, Kotline, MVVC)",Công ty Cổ phần Công nghệ Binary Bridge Labs,Ha Noi,"Android, English, MVVM, Java, Kotlin, Mobile Apps",2025-10-18 03:44:01,https://itviec.com/it-jobs/android-developer-java-kotline-mvvc-cong-ty-co-phan-cong-nghe-binary-bridge-labs-0358/content?job_index=19&locale=en&page=20,Mobile Application Developer,At office,2025-10-19 03:09:25
Senior Games Designer,Vlion Studio,Ha Noi,"Games, Product strategy, Data Analysis, English, Design",2025-10-18 03:44:11,https://itviec.com/it-jobs/senior-games-designer-vlion-studio-4406/content?job_index=0&locale=en&page=21,Game Designer,At office,2025-10-19 03:09:25
"IT Leader (Azure, AWS, Microsoft 365)",MStar Corp,Ho Chi Minh,"Team Management, Microsoft Dynamics 365, Cloud, AWS, Azure",2025-10-18 03:44:13,https://itviec.com/it-jobs/it-leader-azure-aws-microsoft-365-mstar-corp-5627/content?job_index=1&locale=en&page=21,Manager,At office,2025-10-19 03:09:25
Fullstack Developer (Backend - Focused),Slitigenz,Ha Noi,"Golang, JavaScript, SQL, CSS, ReactJS, NodeJS",2025-10-18 03:44:14,https://itviec.com/it-jobs/fullstack-developer-backend-focused-slitigenz-3749/content?job_index=2&locale=en&page=21,Fullstack Developer,At office,2025-10-19 03:09:25
"ERP Consultant/ IT Support (ERP, Accounting App)",Trung Nam Group,Ho Chi Minh,"ERP, Technical Writing, IT Support, Business Analysis",2025-10-18 03:44:16,https://itviec.com/it-jobs/erp-consultant-it-support-erp-accounting-app-trung-nam-group-2339/content?job_index=3&locale=en&page=21,ERP Developer,At office,2025-10-19 03:09:25
Middle Mobile Developer (React Native),Công Ty Cổ Phần BUFF Fintech,Ha Noi,"React Native, Android, CI/CD, iOS",2025-10-18 02:44:18,https://itviec.com/it-jobs/middle-mobile-developer-react-native-cong-ty-co-phan-buff-fintech-2420/content?job_index=4&locale=en&page=21,Mobile Application Developer,At office,2025-10-19 03:09:25
Business Analyst,CÔNG TY TNHH AVADA GROUP,Ha Noi,"Business Analysis, Agile",2025-10-18 02:44:19,https://itviec.com/it-jobs/business-analyst-cong-ty-tnhh-avada-group-5219/content?job_index=5&locale=en&page=21,Business Analyst,At office,2025-10-19 03:09:25
"Fullstack Developer (NestJS, React, Typescript)",CÔNG TY TNHH KỶ NGUYÊN SỐ ONEXWAY,Ho Chi Minh,"NestJS, ReactJS, Tailwind, Redis, PostgreSql, TypeScript",2025-10-18 02:44:21,https://itviec.com/it-jobs/fullstack-developer-nestjs-react-typescript-cong-ty-tnhh-ky-nguyen-so-onexway-3117/content?job_index=6&locale=en&page=21,Fullstack Developer,At office,2025-10-19 03:09:25
"Senior ERP Software Developer (Python, C#, Javascript)","TJ AEROSPACE VIETNAM CO., LTD",Ho Chi Minh,"ERP, SAP, JavaScript, C#, SQL, Python",2025-10-18 02:44:23,https://itviec.com/it-jobs/senior-erp-software-developer-python-c-javascript-tj-aerospace-vietnam-co-ltd-3917/content?job_index=7&locale=en&page=21,ERP Developer,At office,2025-10-19 03:09:25
Manual Tester (QA),Công Ty Cổ Phần BUFF Fintech,Ha Noi,"Tester, API, SQL, QA QC",2025-10-18 02:44:24,https://itviec.com/it-jobs/manual-tester-qa-cong-ty-co-phan-buff-fintech-3556/content?job_index=8&locale=en&page=21,Manual Tester,At office,2025-10-19 03:09:25
"[DN] Full-Stack Web Developer (JavaScript, TypeScript)",CÔNG TY TNHH HILAB TECHNOLOGY,Da Nang,"Fullstack, Docker, API, PostgreSql, TypeScript, JavaScript",2025-10-18 02:44:26,https://itviec.com/it-jobs/dn-full-stack-web-developer-javascript-typescript-cong-ty-tnhh-hilab-technology-3250/content?job_index=9&locale=en&page=21,Fullstack Developer,At office,2025-10-19 03:09:25
Odoo Business Analyst,MT Digital Solutions,Ho Chi Minh,"Business Analysis, Odoo, ERP",2025-10-18 02:44:28,https://itviec.com/it-jobs/odoo-business-analyst-mt-digital-solutions-0749/content?job_index=10&locale=en&page=21,Business Analyst,At office,2025-10-19 03:09:25
"[Senior] Java Developer (Spring Boot, SQL)",HESO - Hero Solutions,Ho Chi Minh,"Java, Docker, CI/CD, SQL, API, Spring Boot",2025-10-18 02:44:29,https://itviec.com/it-jobs/java-developer-heso-hero-solutions-5044/content?job_index=11&locale=en&page=21,Backend Developer,At office,2025-10-19 03:09:25
IT Leader,Công ty CP TMDV 4B,Ho Chi Minh,"Team Management, IT Support, System Admin, Information Security, Networking",2025-10-18 02:44:31,https://itviec.com/it-jobs/it-leader-cong-ty-cp-tmdv-4b-0006/content?job_index=12&locale=en&page=21,Manager,At office,2025-10-19 03:09:25
[Japan Market] Business Analyst (Agile/Scrum),HESO - Hero Solutions,Ho Chi Minh,"Business Analysis, English, Japanese, Jira, Scrum, Agile",2025-10-18 02:44:33,https://itviec.com/it-jobs/japan-market-business-analyst-agile-scrum-hero-solutions-4203/content?job_index=13&locale=en&page=21,Business Analyst,At office,2025-10-19 03:09:25
"Senior Frontend Developer (React, Typescript)",CÔNG TY TNHH KỶ NGUYÊN SỐ ONEXWAY,Ho Chi Minh,"ReactJS, Tailwind, TypeScript",2025-10-18 02:44:34,https://itviec.com/it-jobs/senior-frontend-developer-react-typescript-cong-ty-tnhh-ky-nguyen-so-onexway-3156/content?job_index=14&locale=en&page=21,Frontend Developer,At office,2025-10-19 03:09:25
"Fullstack Developer (JS/Typescript, NodeJS, PostgreSQL)",PATH TECH JSC,Ha Noi,"JavaScript, PostgreSql, Git, NodeJS, ReactJS, TypeScript",2025-10-18 02:44:36,https://itviec.com/it-jobs/fullstack-developer-js-typescript-nodejs-postgresql-path-tech-jsc-1425/content?job_index=15&locale=en&page=21,Fullstack Developer,At office,2025-10-19 03:09:25
C++ Developer (OOP/ SQL),Hyojung Soft Tech,Ho Chi Minh,"C++, SQL, OOP",2025-10-18 02:44:38,https://itviec.com/it-jobs/c-developer-oop-sql-hyojung-soft-tech-3529/content?job_index=16&locale=en&page=21,Backend Developer,At office,2025-10-19 03:09:25
"UI/UX Designer (Figma, Adobe XD)",Công ty TNHH Công Nghệ VioTech,Ha Noi,"UI-UX, Adobe XD, CSS, HTML, Figma, Design",2025-10-18 02:44:39,https://itviec.com/it-jobs/ui-ux-designer-figma-adobe-xd-cong-ty-tnhh-cong-nghe-viotech-2413/content?job_index=17&locale=en&page=21,UX/UI Designer,At office,2025-10-19 03:09:25
Games Designer (UI UX/ Unity),Press-Start,Ho Chi Minh,"Games, Unity, UI-UX, Design",2025-10-18 02:44:41,https://itviec.com/it-jobs/games-designer-ui-ux-unity-press-start-1757/content?job_index=18&locale=en&page=21,Game Designer,At office,2025-10-19 03:09:25
.NET Engineer (.NET Core/ MVC/ Database),TRIPDATA,Ho Chi Minh,".NET, Microservices, Database, MVC, .Net Core",2025-10-18 02:44:43,https://itviec.com/it-jobs/net-engineer-net-core-mvc-database-tripdata-4624/content?job_index=19&locale=en&page=21,Backend Developer,At office,2025-10-19 03:09:25
"Front End Developer (ReactJS, Tailwind, CSS)",Reliccell,Ho Chi Minh,"ReactJS, Jira, Agile, CSS, Tailwind",2025-10-18 02:44:53,https://itviec.com/it-jobs/front-end-developer-reactjs-tailwind-css-reliccell-4108/content?job_index=0&locale=en&page=22,Frontend Developer,At office,2025-10-19 03:09:25
"Middle Back End Developer (Java, NodeJS, PHP)",Reliccell,Ho Chi Minh,"Java, Spring, Database, Kafka, PHP, NodeJS",2025-10-18 02:44:55,https://itviec.com/it-jobs/middle-back-end-developer-java-nodejs-php-reliccell-4536/content?job_index=1&locale=en&page=22,Backend Developer,At office,2025-10-19 03:09:25
"Frontend Developer (HTML5, CSS3, JavaScript)",Công ty TNHH Công Nghệ VioTech,Ha Noi,"HTML5, Git, VueJS, ReactJS, JavaScript, CSS 3",2025-10-18 02:44:56,https://itviec.com/it-jobs/frontend-developer-html5-css3-javascript-cong-ty-tnhh-cong-nghe-viotech-2633/content?job_index=2&locale=en&page=22,Frontend Developer,At office,2025-10-19 03:09:25
Middle/Senior Java Developer,M_Service (MoMo),Ho Chi Minh,"Java, SOLID Principles, OOP, MySQL, Spring",2025-10-18 02:44:58,https://itviec.com/it-jobs/middle-senior-java-developer-m_service-momo-4026/content?job_index=3&locale=en&page=22,Backend Developer,At office,2025-10-19 03:09:25
IT Security Specialist (English),Laidon Group,Ho Chi Minh,"Information Security, Security Hardening, Cybersecurity, Cloud Security, DevSecOps, Application Security",2025-10-18 02:45:00,https://itviec.com/it-jobs/it-security-specialist-english-laidon-group-5620/content?job_index=4&locale=en&page=22,Security Engineer,At office,2025-10-19 03:09:25
"Senior Backend Java Engineer (Spring, React)",SourceCode,Ho Chi Minh - Da Nang - Ha Noi,"Spring Boot, AWS, CI/CD, ReactJS, JavaScript, English",2025-10-17 02:45:01,https://itviec.com/it-jobs/senior-backend-java-engineer-spring-react-sourcecode-2252/content?job_index=5&locale=en&page=22,Backend Developer,Remote (don't have to come to the office),2025-10-19 03:09:25
Flutter Developer (Blockchain/Web3),Nexsoft Technology,Ho Chi Minh,"Flutter, Web3.js, Blockchain, iOS, Android",2025-10-17 02:45:03,https://itviec.com/it-jobs/flutter-developer-blockchain-web3-nexsoft-technology-4551/content?job_index=6&locale=en&page=22,Mobile Application Developer,At office,2025-10-19 03:09:25
Golang Developer (Blockchain/web3),Nexsoft Technology,Ho Chi Minh,"Golang, Cryptography, Kubernetes, Blockchain, Cloud, Agile",2025-10-17 02:45:05,https://itviec.com/it-jobs/golang-developer-blockchain-web3-nexsoft-technology-4415/content?job_index=7&locale=en&page=22,Backend Developer,At office,2025-10-19 03:09:25
Big Data Engineer,Deliveree On-Demand Logistics,Ho Chi Minh,"Big Data, Database, SQL, Python",2025-10-17 02:45:06,https://itviec.com/it-jobs/big-data-engineer-deliveree-on-demand-logistics-1111/content?job_index=8&locale=en&page=22,Big Data Engineer,At office,2025-10-19 03:09:25
Software Developer (C/C++),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Ha Noi,"C language, OOP, C++",2025-10-17 02:45:08,https://itviec.com/it-jobs/software-developer-c-c-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-3612/content?job_index=9&locale=en&page=22,Game Developer,At office,2025-10-19 03:09:25
"Full-stack Developer (.NET, NodeJS, React, Azure)",XionTech,Ho Chi Minh,"Fullstack, .NET, English, ReactJS, NodeJS, Azure",2025-10-17 02:45:10,https://itviec.com/it-jobs/full-stack-developer-net-nodejs-react-azure-xiontech-3157/content?job_index=10&locale=en&page=22,Fullstack Developer,At office,2025-10-19 03:09:25
"Senior Developer (Backend / AI), Product - TP.HCM/HN",Tinai,Ho Chi Minh - Ha Noi,"Software Architecture, Design Systems, Database, AI, AWS, NodeJS",2025-10-17 02:45:11,https://itviec.com/it-jobs/senior-developer-backend-ai-product-tp-hcm-hn-tinai-4056/content?job_index=11&locale=en&page=22,Backend Developer,Hybrid (flexible between home and office),2025-10-19 03:09:25
Senior Manual Tester - English Speaking,Reclub Vietnam,Ho Chi Minh,"Tester, Mobile Apps, English, QA QC",2025-10-17 02:45:13,https://itviec.com/it-jobs/senior-manual-tester-english-speaking-reclub-vietnam-0745/content?job_index=12&locale=en&page=22,Manual Tester,At office,2025-10-19 03:09:25
"Senior Business Analyst (JIRA, Agile, SQL)",Mercatus,Ho Chi Minh,"Business Analysis, Agile, Product strategy, Scrum, SQL, English",2025-10-16 02:45:15,https://itviec.com/it-jobs/senior-business-analyst-jira-agile-sql-mercatus-3721/content?job_index=13&locale=en&page=22,Business Analyst,At office,2025-10-19 03:09:25
Unity Game Developer (C#),Công Ty TNHH G4M,Ho Chi Minh,"Games, C#, Android, Unity",2025-10-16 02:45:16,https://itviec.com/it-jobs/unity-game-developer-c-cong-ty-tnhh-g4m-4102/content?job_index=14&locale=en&page=22,Game Developer,At office,2025-10-19 03:09:25
"Middle DevOps Engineer (AWS, Docker, Kubernetes)",Onpoint,Ho Chi Minh,"DevOps, CI/CD, Terraform, Kubernetes, Docker, AWS",2025-10-16 02:45:18,https://itviec.com/it-jobs/middle-devops-engineer-aws-docker-kubernetes-onpoint-2844/content?job_index=15&locale=en&page=22,DevOps Engineer,At office,2025-10-19 03:09:25
"Senior Backend Developer (Java,.PHP)",GON TECH,Ho Chi Minh,"Java, .Net Core, Docker, PostgreSql, MySQL, Kafka",2025-10-16 02:45:20,https://itviec.com/it-jobs/senior-backend-developer-java-php-gon-tech-5230/content?job_index=16&locale=en&page=22,Backend Developer,At office,2025-10-19 03:09:25
System Validation Senior Engineer,Industrial Embedded Solutions,Ho Chi Minh,"Embedded, Automation Test, Linux, Python, C++",2025-10-16 02:45:21,https://itviec.com/it-jobs/system-validation-senior-engineer-industrial-embedded-solutions-5347/content?job_index=17&locale=en&page=22,Systems Engineer / Administrator,At office,2025-10-19 03:09:25
Automation Tester Engineer,AGEST Vietnam,Da Nang,"Tester, English, Automation Test, Java, Python",2025-10-16 02:45:23,https://itviec.com/it-jobs/automation-tester-engineer-agest-vietnam-0234/content?job_index=18&locale=en&page=22,Automation Tester,At office,2025-10-19 03:09:25
ADAS Embedded Application Engineer,Industrial Embedded Solutions,Ho Chi Minh,"C++, Industrial Automation, Linux, Computer Vision, Embedded C",2025-10-16 02:45:25,https://itviec.com/it-jobs/adas-embedded-application-engineer-industrial-embedded-solutions-4806/content?job_index=19&locale=en&page=22,Embedded Engineer,At office,2025-10-19 03:09:25
"[Relocated] Japanese Tester (Linux, Windows)",KIS Việt Nam,Others,"Tester, Windows, Linux, Japanese",2025-10-16 02:45:35,https://itviec.com/it-jobs/japanese-tester-linux-windows-kis-viet-nam-4123/content?job_index=0&locale=en&page=23,Manual Tester,"Tokyo, with options to work remotely or hybrid work depending on project situation",2025-10-19 03:09:25
"02 Junior/Pre-Senior Unity Developer (C#, Games)",Yogame,Ha Noi,"Unity, Games, C#",2025-10-15 02:45:37,https://itviec.com/it-jobs/02-junior-pre-senior-unity-developer-c-games-yogame-5234/content?job_index=1&locale=en&page=23,Game Developer,At office,2025-10-19 03:09:25
"Mobile Security Engineer ( C language, C++, Swift)",M_Service (MoMo),Ha Noi,"C language, Mobile Apps, Security, Swift, Objective C, C++",2025-10-15 02:45:38,https://itviec.com/it-jobs/mobile-security-engineer-c-language-c-swift-m_service-momo-0120/content?job_index=2&locale=en&page=23,Security Engineer,At office,2025-10-19 03:09:25
ABAP Developer/ SAP Technical Consultant,Laidon Group,Ho Chi Minh,"ABAP, Cloud, SQL, OOP, API, SAP",2025-10-14 02:45:40,https://itviec.com/it-jobs/abap-developer-sap-technical-consultant-laidon-group-0843/content?job_index=3&locale=en&page=23,ERP Developer,At office,2025-10-19 03:09:25
"Infrastructure Developer (Fintech,Quantitative Trading)",FINPROS,Ha Noi,"DevOps, Linux, Big Data, Networking, MySQL, Python",2025-10-14 02:45:42,https://itviec.com/it-jobs/infrastructure-developer-fintech-quantitative-trading-finpros-4656/content?job_index=4&locale=en&page=23,DevOps Engineer,At office,2025-10-19 03:09:25
Manual Tester (onsite bank)- Up to 30M,Thien Hoang Solutions JSC,Ha Noi,"Tester, Cucumber, Katalon, API, QA QC, SQL",2025-10-14 02:45:43,https://itviec.com/it-jobs/manual-tester-onsite-bank-up-to-30m-thien-hoang-solutions-jsc-4358/content?job_index=5&locale=en&page=23,Manual Tester,At office,2025-10-19 03:09:25
Senior IT Business Analyst,Vietnam Silicon,Ho Chi Minh,"Business Analysis, English",2025-10-14 02:45:45,https://itviec.com/it-jobs/senior-it-business-analyst-vietnam-silicon-0352/content?job_index=6&locale=en&page=23,Business Analyst,At office,2025-10-19 03:09:25
Lead/ Principal Front-end Engineer (ReactJS/ NextJS),"MONEY FORWARD VIETNAM CO.,LTD",Ha Noi,"ReactJS, Leadership, TypeScript, JavaScript, NextJS, English",2025-10-14 02:45:47,https://itviec.com/it-jobs/lead-principal-front-end-engineer-reactjs-nextjs-money-forward-vietnam-co-ltd-3536/content?job_index=7&locale=en&page=23,Frontend Developer,Hybrid (flexible between home and office),2025-10-19 03:09:25
Senior Automation Tester [HCM/DN - Salary Upto 3200$],Sioux High Tech Software,Ho Chi Minh - Da Nang,"Automation Test, WPF, Python, CI/CD, NUnit, C#",2025-10-14 02:45:48,https://itviec.com/it-jobs/senior-automation-tester-hcm-dn-salary-upto-3200-sioux-high-tech-software-5507/content?job_index=8&locale=en&page=23,Automation Tester,Hybrid (flexible between home and office),2025-10-19 03:09:25
"Data Engineer (Python, SQL, ETL)",Beyondsoft Technology (Vietnam) Company Limited,Ho Chi Minh,"ETL, Data Engineer, Azure, SQL, Python",2025-10-14 02:45:50,https://itviec.com/it-jobs/data-engineer-python-sql-etl-beyondsoft-technology-vietnam-company-limited-3120/content?job_index=9&locale=en&page=23,Data Engineer,At office,2025-10-19 03:09:25
"Windows Application Developer (C#, C++, WPF)",Nucare Korea,Ha Noi - Ho Chi Minh - Others,"C#, MFC, Web API, Python, Java, C++",2025-10-14 02:45:52,https://itviec.com/it-jobs/windows-application-developer-c-c-wpf-nucare-korea-1309/content?job_index=10&locale=en&page=23,Desktop Application Developer,At office,2025-10-19 03:09:25
Techlead NodeJS - US Client,VMO Holdings,Ha Noi,"English, AWS, Fullstack, NodeJS",2025-10-14 02:45:53,https://itviec.com/it-jobs/techlead-nodejs-us-client-vmo-holdings-2522/content?job_index=11&locale=en&page=23,Fullstack Developer,At office,2025-10-19 03:09:25
CV Phân tích và thiết kế Mô hình dữ liệu - Data Analys,MB Bank,Ha Noi,"Data Analysis, Power BI, Microsoft SQL Server, Oracle, SQL",2025-10-14 02:45:55,https://itviec.com/it-jobs/cv-phan-tich-va-thiet-ke-mo-hinh-du-lieu-data-analys-mb-bank-1801/content?job_index=12&locale=en&page=23,Data Analyst,At office,2025-10-19 03:09:25
"Cloud Solution Architect (AWS) (Senior, Junior)",MEGAZONE,Ha Noi,"Solution Architecture, System Architecture, Cloud-native Architecture, Presale, Cloud, AWS",2025-10-14 02:45:57,https://itviec.com/it-jobs/cloud-solution-architect-aws-senior-junior-megazone-2503/content?job_index=13&locale=en&page=23,Solution Architect,At office,2025-10-19 03:09:25
Data Engineer (SQL/ Python/ Cloud),MEGAZONE,Ha Noi,"Data Engineer, MLOps, Database, Data Warehousing, Databricks, Big Data",2025-10-14 02:45:58,https://itviec.com/it-jobs/data-engineer-sql-python-cloud-megazone-5539/content?job_index=14&locale=en&page=23,Data Engineer,At office,2025-10-19 03:09:25
"Middle/Senior Data Analysis (Power BI, SQL, English)",Aletech Technology Solutions Company,Ha Noi,"Data Analysis, Power BI, Data Science, Database, Business Intelligence, SQL",2025-10-14 02:46:00,https://itviec.com/it-jobs/middle-senior-data-analysis-power-bi-sql-english-aletech-technology-solutions-company-3824/content?job_index=15&locale=en&page=23,Data Analyst,At office,2025-10-19 03:09:25
[HN] Data Analyst (Up to 1000$),Giao Hàng Tiết Kiệm,Ha Noi,"Data Analysis, R, Python, Power BI, SQL",2025-10-14 02:46:02,https://itviec.com/it-jobs/hn-data-analyst-up-to-1000-giao-hang-tiet-kiem-4907/content?job_index=16&locale=en&page=23,Data Analyst,At office,2025-10-19 03:09:25
"Junior - Middle Quality Engineer (QA, Tester)",Coder Trove,Ho Chi Minh,"QA QC, Tester",2025-10-13 02:46:03,https://itviec.com/it-jobs/junior-middle-quality-engineer-qa-tester-coder-trove-2248/content?job_index=17&locale=en&page=23,Manual Tester,Hybrid (flexible between home and office),2025-10-19 03:09:25
"Senior Java Backend Developer (Spring Boot, SQL, NoSQL)",CÔNG TY CỔ PHẦN CITICS,Ho Chi Minh,"Java, Spring, SQL, NoSQL, Agile, Spring Boot",2025-10-13 02:46:05,https://itviec.com/it-jobs/senior-java-backend-developer-spring-boot-postgresql-cong-ty-co-phan-citics-0854/content?job_index=18&locale=en&page=23,Backend Developer,At office,2025-10-19 03:09:25
Project Management (Agile/Scrum),HIỆP HỘI DỮ LIỆU QUỐC GIA (National Data Association),Ha Noi,"Project Management, English, Jira, API, Scrum, Agile",2025-10-13 02:46:06,https://itviec.com/it-jobs/project-management-agile-scrum-hiep-hoi-du-lieu-quoc-gia-national-data-association-2231/content?job_index=19&locale=en&page=23,Project Manager,At office,2025-10-19 03:09:25
IOS Developer (Swift/C++),TOHSoft,Ha Noi,"Swift, JSON, iOS, UI-UX, C++, Objective C",2025-10-13 02:46:17,https://itviec.com/it-jobs/ios-developer-swift-c-tohsoft-5556/content?job_index=0&locale=en&page=24,Mobile Application Developer,At office,2025-10-19 03:09:25
(Đống Đa HN) Python Developer (Flask/Django/AWS),Neos Việt Nam,Ha Noi,"Python, AWS Lambda, Flask, AWS, Django",2025-10-13 02:46:18,https://itviec.com/it-jobs/dong-da-hn-python-developer-flask-django-aws-neos-viet-nam-0725/content?job_index=1&locale=en&page=24,Backend Developer,At office,2025-10-19 03:09:25
