job_title,company_name,location,skills_required,date_posted,job_link,job_category,work_mode,crawl_date
System Engineer,SHINHAN DS,Ha Noi,"Business Analysis, Data Science, Database, API, SQL, Product Owner",2025-11-30 13:23:32,https://itviec.com/it-jobs/middle-business-analyst-fintech-product-vuiapp-by-nano-technologies-4249?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
"Product Manager/Product Owner (Devops, C#, CI/CD)",MiTek Viet Nam,Ho Chi Minh - Da Nang,"QA QC, Playwright, API, Automation Test, Selenium, JavaScript",2025-11-30 13:23:33,https://itviec.com/it-jobs/product-manager-product-owner-devops-c-ci-cd-mitek-viet-nam-5836?lab_feature=preview_jd_page,Manual Tester,Hybrid (flexible between home and office),2025-12-08 13:32:59
Software Test Lead (BONUS),KMS Technology,Ho Chi Minh - Ha Noi,"Ruby on Rails, Design Systems, Microservices, Ruby, English, AWS",2025-11-30 13:23:33,https://itviec.com/it-jobs/software-test-lead-bonus-kms-technology-5909?lab_feature=preview_jd_page,Backend Developer,"2F, Building C, Office Area, Udic Complex, Hoang Dao Thuy Street, Yen Hoa Ward, Cau Giay, Ha Noi",2025-12-08 13:32:59
"Senior/Principal Ruby on Rails Dev (AWS, Backend)","ANDPAD VietNam Co., Ltd",Ho Chi Minh,"Golang, Java",2025-11-30 13:23:34,https://itviec.com/it-jobs/senior-principal-ruby-on-rails-dev-aws-backend-andpad-vietnam-co-ltd-2950?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Senior Backend Developer (Golang),Công ty Cổ phần Yootek Holdings,Ha Noi,"Unity, UI-UX, C#",2025-11-30 13:23:34,https://itviec.com/it-jobs/unity-developer-vr360-3d-models-c-cong-ty-co-phan-yootek-hokdings-2653?lab_feature=preview_jd_page,Software/Technical Architect,At office,2025-12-08 13:32:59
AI Engineer,Madison Technologies Việt Nam,Da Nang,"NodeJS, TypeScript, API, JavaScript, SQL, NestJS",2025-11-30 13:23:35,https://itviec.com/it-jobs/middle-full-stack-developer-nodejs-javascript-madison-technologies-viet-nam-1425?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
Deputy ITBP Manager (SAP Management),Wilmar CLV (Cambodia Laos Vietnam),Ho Chi Minh,"Team Management, Business Analysis, Leadership, ERP, SAP",2025-11-29 13:23:36,https://itviec.com/it-jobs/deputy-itbp-manager-sap-management-wilmar-clv-cambodia-laos-vietnam-5048?lab_feature=preview_jd_page,Manager,,2025-12-08 13:32:59
Deputy ITBP Manager (Deputy SAP Operation),Wilmar CLV (Cambodia Laos Vietnam),Ho Chi Minh,"Golang, Redis, MongoDB, MySQL",2025-11-29 13:23:36,https://itviec.com/it-jobs/deputy-itbp-manager-deputy-sap-operation-wilmar-clv-cambodia-laos-vietnam-4519?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
"Senior Golang Backend Developer (MySQL, MongoDB, AWS)",WTECH VIETNAM,Ha Noi,"DevOps, Linux, CI/CD, Kubernetes, Cloud, English",2025-11-29 13:23:36,https://itviec.com/it-jobs/senior-golang-backend-developer-mysql-mongodb-aws-wtech-vietnam-1255?lab_feature=preview_jd_page,DevOps Engineer,Hybrid (flexible between home and office),2025-12-08 13:32:59
CV Cao Cấp Vận Hành Cơ Sở Dữ Liệu ( Database/ Oracle ),Công ty Cổ phần Chứng khoán VPBank,Ha Noi,"Database, Linux, Oracle, SQL",2025-11-29 13:23:46,https://itviec.com/it-jobs/cv-cao-cap-van-hanh-co-so-du-lieu-database-oracle-cong-ty-co-phan-chung-khoan-vpbank-2004?lab_feature=preview_jd_page,Database Administrator,At office,2025-12-08 13:32:59
"Expert Backend Engineer (AWS, DevOps)",PNJ,Ha Noi,"AI, LLM, Deep Learning, Machine Learning, Computer Vision, NLP",2025-11-29 13:23:47,https://itviec.com/it-jobs/senior-ai-expert-deep-learning-machine-learning-mb-bank-2821/content?job_index=2&locale=en&page=21,AI / Machine Learning Engineer,At office,2025-12-08 13:32:59
"Senior AI Expert (Deep Learning, Machine Learning)",MB Bank,Ha Noi,"AI, LLM, Deep Learning, Machine Learning, Computer Vision, NLP",2025-11-29 13:23:47,https://itviec.com/it-jobs/senior-ai-expert-deep-learning-machine-learning-mb-bank-2821?lab_feature=preview_jd_page,AI / Machine Learning Engineer,At office,2025-12-08 13:32:59
"AI Expert (Deep Learning, Machine Learning)",MB Bank,Ha Noi,"Security, Endpoint Protection, IDS/IPS, SIEM, Firewall, Networking",2025-11-29 13:23:47,https://itviec.com/it-jobs/ai-expert-deep-learning-machine-learning-mb-bank-2609?lab_feature=preview_jd_page,Security Engineer,At office,2025-12-08 13:32:59
"Security Engineer (Firewall, SIEM, IDS/IPS)",Công Ty Cổ Phần Devyt,Ha Noi,"Business Analysis, User story, BPMN, Data Analysis, SQL, Power BI",2025-11-29 13:23:48,https://itviec.com/it-jobs/security-engineer-firewall-siem-ids-ips-cong-ty-co-phan-devyt-0151?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
"Business Analyst (Power BI, SQL, BPMN)",Công Ty Cổ Phần Devyt,Ha Noi,"JavaScript, Technical Writing, Database, API, English",2025-11-29 13:23:48,https://itviec.com/it-jobs/hybrid-software-engineer-javascript-rest-apis-millbran-5827/content?job_index=6&locale=en&page=21,Frontend Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
"[Hybrid] Software Engineer ( JavaScript, REST APIs)",Millbran,Ho Chi Minh,"HTML, Bootstrap, JQuery, JavaScript, CSS",2025-11-29 13:23:48,https://itviec.com/it-jobs/hybrid-software-engineer-javascript-rest-apis-millbran-5827?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
"Frontend Developer (HTML, CSS, Javascript, JQuery)",Công ty TNHH TM DV SX Vũ Phong,Ho Chi Minh,".Net Core, API, SQL, OOP, C#",2025-11-29 13:23:49,https://itviec.com/it-jobs/frontend-developer-html-css-javascript-jquery-cong-ty-tnhh-tm-dv-sx-vu-phong-4833?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Backend Developer (C# .NET Core),Công ty TNHH TM DV SX Vũ Phong,Ha Noi,"QA QC, SQL, Java, Postman, Tester, Automation Test",2025-11-29 13:23:49,https://itviec.com/it-jobs/backend-developer-c-net-core-cong-ty-tnhh-tm-dv-sx-vu-phong-5216?lab_feature=preview_jd_page,Automation Tester,At office,2025-12-08 13:32:59
Senior QC Engineer (QA QC / Tester),One Mount Group,Ha Noi,"Business Analysis, AI, ERP, CRM, SRS, BRD",2025-11-29 13:23:49,https://itviec.com/it-jobs/senior-qc-engineer-qa-qc-tester-one-mount-group-4825?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
[Senior] Business Analyst,A25 Hotel,Ho Chi Minh,"Laravel, OOP, Git, PostgreSql, MySQL, PHP",2025-11-29 13:23:50,https://itviec.com/it-jobs/senior-business-analyst-a25-hotel-4838?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
"Backend Developer (Laravel, PHP, OOP)",CÔNG TY CP TIXIMAX,Ho Chi Minh,"PHP, Cloud, SQL, HTML5, JavaScript, Laravel",2025-11-29 13:23:50,https://itviec.com/it-jobs/full-stack-developer-backend-heavy-php-laravel-js-avivid-ai-2829/content?job_index=12&locale=en&page=21,Backend Developer,At office,2025-12-08 13:32:59
"Full-stack Developer (Backend Heavy) - PHP, Laravel, JS",AviviD.ai,Ha Noi,"Python, LLM, Generative AI, Machine Learning, NLP, English",2025-11-29 13:23:50,https://itviec.com/it-jobs/full-stack-developer-backend-heavy-php-laravel-js-avivid-ai-2829?lab_feature=preview_jd_page,AI / Machine Learning Engineer,At office,2025-12-08 13:32:59
"AI Engineer (Python,GenAI) - Up to 50M",NTT DATA VDS,Ha Noi,"Kotlin, Retrofit, MVP, MVVM, kotlinx.coroutines, Android",2025-11-29 13:23:51,https://itviec.com/it-jobs/android-developer-kotlin-up-to-45m-ntt-data-vds-5019?lab_feature=preview_jd_page,Mobile Application Developer,At office,2025-12-08 13:32:59
"Bridge Engineer/Project Manager (BrSE, Japanese)",Galaxy Technology Services,Ho Chi Minh,"Project Management, Networking, Database, Leadership, Japanese",2025-11-29 13:23:51,https://itviec.com/it-jobs/bridge-engineer-project-manager-brse-japanese-galaxy-technology-services-5007?lab_feature=preview_jd_page,Project Manager,At office,2025-12-08 13:32:59
Project Manager (JLPT N2+) - Singing Bonus Up to 35M,FPT Software,Ho Chi Minh,"Fullstack, MySQL, Git, JavaScript, Laravel, ReactJS",2025-11-29 13:23:52,https://itviec.com/it-jobs/project-manager-jlpt-n2-singing-bonus-up-to-35m-fpt-software-0147?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
"Fullstack Developer (ReactJS, Laravel)",MUMESOFT INNOVATION,Ha Noi,"Fullstack, OOP, Django, HTML, ReactJS, Python",2025-11-29 13:23:52,https://itviec.com/it-jobs/fullstack-developer-python-reactjs-mumesoft-innovation-0314?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
Fullstack Developer (Python/ ReactJS),MUMESOFT INNOVATION,Ho Chi Minh,"SAP, System Admin, Agile, CRM, ERP",2025-11-29 13:23:53,https://itviec.com/it-jobs/senior-sap-specialist-funtional-cong-ty-cp-tap-doan-nk-properties-2044?lab_feature=preview_jd_page,Systems Engineer / Administrator,"Tầng 37 - Opal Office, 92 Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Binh Thanh, Ho Chi Minh",2025-12-08 13:32:59
Tester Team Leader (Agile/ Scrum),MUMESOFT INNOVATION,Ha Noi,"Tester, QA QC, Scrum, Agile, Leadership",2025-11-29 13:24:06,https://itviec.com/it-jobs/tester-team-leader-agile-scrum-mumesoft-innovation-0833?lab_feature=preview_jd_page,Manual Tester,At office,2025-12-08 13:32:59
Senior System Operation,Công ty CP Tập đoàn NK Properties,Ha Noi,"Event-Driven Architecture, Container Security, Database, Java, Microservices Architecture, Microservices",2025-11-28 13:24:06,https://itviec.com/it-jobs/senior-system-operation-cong-ty-cp-tap-doan-nk-properties-1928?lab_feature=preview_jd_page,Software/Technical Architect,At office,2025-12-08 13:32:59
Kiến trúc sư phần mềm (Software Architect),VCBS,Ho Chi Minh,"Team Management, Wordpress, PHP, Spring, Agile, English",2025-11-28 13:24:06,https://itviec.com/it-jobs/kien-truc-su-phan-mem-software-architect-vcbs-0234?lab_feature=preview_jd_page,Manager,At office,2025-12-08 13:32:59
"Developer Manager (PHP Technical Lead, English)",Nakivo,Ho Chi Minh,"Information Security, Cybersecurity, Application Security, Security, SIEM",2025-11-28 13:24:07,https://itviec.com/it-jobs/developer-manager-php-technical-lead-english-nakivo-5745?lab_feature=preview_jd_page,Security Engineer,,2025-12-08 13:32:59
"Security Engineer (System, Cloud, Network)",DIGI-TEXX VIETNAM,Ho Chi Minh,"Odoo, Team Management, ERP, JavaScript, Python",2025-11-28 13:24:07,https://itviec.com/it-jobs/security-engineer-system-cloud-network-digi-texx-vietnam-5213?lab_feature=preview_jd_page,ERP Developer,At office,2025-12-08 13:32:59
Odoo Developer (Junior / Senior / Leader),SGH Asia Ltd.,Ho Chi Minh,"Solution Architecture, System Architecture, Microservices Architecture, Java, AWS, Software Architecture",2025-11-28 13:24:07,https://itviec.com/it-jobs/odoo-developer-junior-senior-leader-sgh-asia-ltd-5332?lab_feature=preview_jd_page,Solution Architect,Hybrid (flexible between home and office),2025-12-08 13:32:59
Solution Architect - Digital Bank,TymeX,Ho Chi Minh,"PHP, API, English, Docker, Redis, Elasticsearch",2025-11-28 13:24:08,https://itviec.com/it-jobs/solution-architect-digital-bank-tymex-2048?lab_feature=preview_jd_page,Fullstack Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
Software Engineer (PHP),Laudert Vietnam,Ha Noi,"Business Analysis, English, ERP, Scrum, Waterfall Methodology, Agile",2025-11-28 13:24:08,https://itviec.com/it-jobs/software-engineer-php-laudert-vietnam-2504?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
Business Analyst Leader (Agile/Scrum),ETC Technology Systems,Ha Noi,"Data Analysis, Python, Data Warehousing, DBT, Power BI, SQL",2025-11-28 13:24:08,https://itviec.com/it-jobs/business-analyst-leader-agile-scrum-etc-technology-systems-5942?lab_feature=preview_jd_page,Data Analyst,At office,2025-12-08 13:32:59
"Senior Data Analyst (SQL, Power BI)",One Mount Group,Ha Noi,"ReactJS, JQuery, VueJS, NextJS",2025-11-28 13:24:09,https://itviec.com/it-jobs/fullstack-developer-react-vue-js-go-jarvis-tech-2926?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
CVCC Phát triển hệ thống Quản trị tài chính - K.CNTT,PVcomBank,Others,"Python, Azure, NoSQL, AWS, DevOps, Software Architecture",2025-11-28 13:24:10,https://itviec.com/it-jobs/cvcc-phat-trien-he-thong-quan-tri-tai-chinh-k-cntt-pvcombank-4607?lab_feature=preview_jd_page,Manager,Remote (don't have to come to the office),2025-12-08 13:32:59
Senior Machine Learning Engineer,KeyTechX,Ho Chi Minh,"DevOps, AWS, Agile",2025-12-08 13:24:10,https://itviec.com/it-jobs/senior-machine-learning-engineer-keytechx-3946?lab_feature=preview_jd_page,DevOps Engineer,Remote (don't have to come to the office),2025-12-08 13:32:59
"Senior DevOps Engineer (Agile, AWS)",Mercatus,Ho Chi Minh,"DevSecOps, C#, Python, Java, Golang, DevOps",2025-11-28 13:24:10,https://itviec.com/it-jobs/senior-devops-engineer-agile-aws-mercatus-4926?lab_feature=preview_jd_page,DevSecOps Engineer,Hybrid (flexible between home and office),2025-12-08 13:32:59
"Senior App Security Engineer (DevSecOps, Automation)",YOONG,Ho Chi Minh,"Java, Mobile Apps, Japanese, .NET, PHP",2025-11-28 13:24:10,https://itviec.com/it-jobs/senior-app-security-engineer-devsecops-automation-yoong-4717?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
Full-stack Developer (Java/.NET/PHP - 3 yoe),Allexceed Việt Nam,Ho Chi Minh,"Java, Japanese, .NET, PHP",2025-11-28 13:24:11,https://itviec.com/it-jobs/full-stack-developer-java-net-php-3-yoe-allexceed-viet-nam-2528?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Fresher/Junior Software Developer (Java/.NET/PHP),Allexceed Việt Nam,Ha Noi,"NodeJS, Shopify, GraphQL, Express, NestJS, TypeScript",2025-11-28 13:24:11,https://itviec.com/it-jobs/fresher-junior-software-developer-java-net-php-allexceed-viet-nam-2123?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
NodeJS Back-end Developer (Ecommerce/Shopify),Blue Belt Technology,Ho Chi Minh,"Data Analysis, System Admin, Database, IT Support, English",2025-11-28 13:24:12,https://itviec.com/it-jobs/back-end-developer-ecommerce-shopify-blue-belt-technology-0834?lab_feature=preview_jd_page,Data Analyst,At office,2025-12-08 13:32:59
Software Licensing Specialist,Renesas Design Vietnam,Da Nang - Ho Chi Minh,".NET, API, CI/CD, ASP.NET, C#, OOP",2025-11-28 13:24:12,https://itviec.com/it-jobs/software-licensing-specialist-renesas-design-vietnam-0528?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
[Da Nang & Ho Chi Minh] UI/UX Designer,ONE Tech Stop Vietnam Company Ltd,Da Nang - Ho Chi Minh,"UI-UX, Design, Agile",2025-11-28 13:24:22,https://itviec.com/it-jobs/da-nang-ho-chi-minh-ui-ux-designer-one-tech-stop-vietnam-company-ltd-0602?lab_feature=preview_jd_page,UX/UI Designer,At office,2025-12-08 13:32:59
[Da Nang] Full-Stack Developer (ReactJS/ NodeJS),ONE Tech Stop Vietnam Company Ltd,Ho Chi Minh - Da Nang,"Software Architecture, ReactJS, NestJS, Cloud, DevOps, NodeJS",2025-11-28 13:24:22,https://itviec.com/it-jobs/da-nang-ho-chi-minh-technical-architect-one-tech-stop-vietnam-company-ltd-0714?lab_feature=preview_jd_page,Software/Technical Architect,At office,2025-12-08 13:32:59
React Developer,Annam Software Company,Ho Chi Minh - Da Nang,"ReactJS, JavaScript",2025-11-28 13:24:23,https://itviec.com/it-jobs/react-developer-annam-software-company-2345?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
Senior Mobile Developer ( Ionic/Javascript/ Insurance),Hitachi Digital Services,Ha Noi,"Database, CI/CD, ETL, Cloud, Oracle, SQL",2025-11-27 13:24:24,https://itviec.com/it-jobs/senior-mobile-developer-ionic-javascript-insurance-hitachi-digital-services-1749?lab_feature=preview_jd_page,Database Administrator,At office,2025-12-08 13:32:59
"Data Platform Operations (Database, Oracle)",ABBANK,Ho Chi Minh,"Automation Test, API, Postman, Selenium, Playwright, Tester",2025-11-27 13:24:24,https://itviec.com/it-jobs/data-platform-operations-database-oracle-abbank-5034?lab_feature=preview_jd_page,Automation Tester,At office,2025-12-08 13:32:59
Senior QC Engineer (Automation Focus),VNGGames,Ho Chi Minh,"DevOps, Cloud, CI/CD, PowerShell, C#",2025-11-27 13:24:24,https://itviec.com/it-jobs/senior-qc-engineer-automation-focus-vnggames-1541?lab_feature=preview_jd_page,DevOps Engineer,Hybrid (flexible between home and office),2025-12-08 13:32:59
DevOps Engineer (Change Tracking/Operations/Inventory),Beyondsoft Technology (Vietnam) Company Limited,Ho Chi Minh,"Project Management, Scrum, Business Analysis, Jira, Agile, English",2025-11-27 13:24:25,https://itviec.com/it-jobs/devops-engineer-change-tracking-operations-inventory-beyondsoft-technology-vietnam-company-limited-0722?lab_feature=preview_jd_page,Project Manager,At office,2025-12-08 13:32:59
Project Manager (Business Analyst/Agile/Scrum/Jira),Phu Hung Securities (PHS),Ha Noi,".NET, OOP, MongoDB, JavaScript, HTML5, C#",2025-11-27 13:24:25,https://itviec.com/it-jobs/project-manager-business-analyst-agile-scrum-jira-phu-hung-securities-phs-5140?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
".NET Developer (C#, Javascript, HTML5)",Tổng Công Ty Cổ Phần Bảo Hiểm Sài Gòn - Hà Nội | BSH,Ha Noi,"NodeJS, Redis, GitHub, English, Docker, ReactJS",2025-11-27 13:24:25,https://itviec.com/it-jobs/net-developer-c-javascript-html5-tong-cong-ty-co-phan-bao-hiem-sai-gon-ha-noi-bsh-5704?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
Fullstack (Nodejs/React),"SOFTFLEX LLC CO.,LTD",Ho Chi Minh,"UI-UX, Sketch, Adobe XD, Figma",2025-11-27 13:24:26,https://itviec.com/it-jobs/fullstack-nodejs-react-softflex-llc-co-ltd-3115?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
Senior UI Designer (10 headcounts),POSCO DX VIETNAM,Ho Chi Minh,"Java, ReactJS, JavaScript, CSS 3, HTML5, Spring Boot",2025-11-27 13:24:26,https://itviec.com/it-jobs/senior-ui-designer-10-headcounts-posco-dx-vietnam-4939?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Java Developer (10 headcounts),POSCO DX VIETNAM,Da Nang - Ho Chi Minh,"Scrum, Leadership, Team Management, Agile, English",2025-12-08 13:24:26,https://itviec.com/it-jobs/java-developer-10-headcounts-posco-dx-vietnam-3753?lab_feature=preview_jd_page,Scrum Master / Agile Coach,At office,2025-12-08 13:32:59
[Da Nang & Ho Chi Minh] Scrum Master,ONE Tech Stop Vietnam Company Ltd,Ha Noi,"DevOps, CI/CD, Cloud, System Admin, Linux, Docker",2025-11-27 13:24:27,https://itviec.com/it-jobs/da-nang-ho-chi-minh-scrum-master-one-tech-stop-vietnam-company-ltd-2403?lab_feature=preview_jd_page,DevOps Engineer,At office,2025-12-08 13:32:59
VCX - DevOps Engineer (Cloud & CI/CD),Viettel Group,Ho Chi Minh,"QA QC, Leadership, SQL, API, Automation Test, Tester",2025-11-27 13:24:27,https://itviec.com/it-jobs/vcx-devops-engineer-cloud-ci-cd-viettel-group-3341?lab_feature=preview_jd_page,Test Coordinator / QAQC Coordinator,Hybrid (flexible between home and office),2025-12-08 13:32:59
"Hybrid - QA Lead (QA QC, Tester, API/SQL)",MEALSUITE,Ho Chi Minh,"C language, Python, C#, Docker, Linux, C++",2025-11-27 13:24:27,https://itviec.com/it-jobs/hybrid-qa-lead-qa-qc-tester-api-sql-mealsuite-5613?lab_feature=preview_jd_page,Enterprise Application Developer (CRM),At office,2025-12-08 13:32:59
"System Engineer (C, C++, C#, Linux, Docker)",Samsung Electronics HCMC CE Complex,Ha Noi,"Data Engineer, Databricks, Data Warehousing, Big Data, Database, MLOps",2025-11-27 13:24:28,https://itviec.com/it-jobs/data-engineer-sql-python-cloud-megazone-4428/content?job_index=18&locale=en&page=23,Data Engineer,At office,2025-12-08 13:32:59
Data Engineer (SQL/ Python/ Cloud),MEGAZONE,Ha Noi,"AI, TensorFlow, PyTorch, Microservices, C++, Python",2025-11-27 13:24:28,https://itviec.com/it-jobs/data-engineer-sql-python-cloud-megazone-4428?lab_feature=preview_jd_page,AI / Machine Learning Engineer,At office,2025-12-08 13:32:59
Head of Computer Vision Technology Department,MB Bank,Ha Noi,"Computer Vision, TensorFlow, PyTorch, Machine Learning, AI, Team Management",2025-11-27 13:24:40,https://itviec.com/it-jobs/head-of-computer-vision-technology-department-mb-bank-0840?lab_feature=preview_jd_page,AI / Machine Learning Engineer,At office,2025-12-08 13:32:59
"Senior Python Engineer (FastAPI, SQL, NoSQL, Git)",Pascal Software,Ho Chi Minh,"Java, Spring Boot, Microservices, Cloud, Spring",2025-11-27 13:24:41,https://itviec.com/it-jobs/senior-python-engineer-fastapi-sql-nosql-git-pascal-software-4815?lab_feature=preview_jd_page,Backend Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
Lead/Principal Java Engineer,NAB Innovation Centre Vietnam,Ha Noi,"DevOps, Jenkins, Terraform, Python, English",2025-11-27 13:24:41,https://itviec.com/it-jobs/lead-principal-java-engineer-nab-innovation-centre-vietnam-2656?lab_feature=preview_jd_page,DevOps Engineer,,2025-12-08 13:32:59
Devops Engineer,Viettel Group,Ho Chi Minh,"IT Governance, System Admin, Risk Management",2025-11-27 13:24:42,https://itviec.com/it-jobs/it-governance-officer-cong-ty-co-phan-chung-khoan-kis-viet-nam-2408?lab_feature=preview_jd_page,Data Governance Specialist,At office,2025-12-08 13:32:59
IT Governance Officer,Viettel Group,Ha Noi,"Python, Cloud, Design Systems, API, Microservices, English",2025-11-27 13:24:42,https://itviec.com/it-jobs/idc-software-engineer-viettel-group-0840?lab_feature=preview_jd_page,Fullstack Developer,"Viettel IDC - Hapulico Office Building 85 Vũ Trọng Phụng, Thanh Xuân, Hà Nội, Thanh Xuan, Ha Noi",2025-12-08 13:32:59
"VCX - System Admin (Linux, Unix, Windows, Python)",Viettel Group,Ho Chi Minh - Ha Noi,"Golang, Leadership, Agile, English, JavaScript, Ruby on Rails",2025-11-27 13:24:43,https://itviec.com/it-jobs/vcx-system-admin-linux-unix-windows-python-viettel-group-0824?lab_feature=preview_jd_page,Manager,"2F, Building C, Office Area, Udic Complex, Hoang Dao Thuy Street, Yen Hoa Ward, Cau Giay, Ha Noi",2025-12-08 13:32:59
"Engineering Manager (Go/RoR/JS, Backend focus)","ANDPAD VietNam Co., Ltd",Ho Chi Minh - Ha Noi,"Golang, Design Systems, Unit test, AI, AWS, English",2025-11-27 13:24:43,https://itviec.com/it-jobs/engineering-manager-go-ror-js-backend-focus-andpad-vietnam-co-ltd-4557?lab_feature=preview_jd_page,Backend Developer,"2F, Building C, Office Area, Udic Complex, Hoang Dao Thuy Street, Yen Hoa Ward, Cau Giay, Ha Noi",2025-12-08 13:32:59
"Senior Golang Developer (Backend, AWS, MySQL)","ANDPAD VietNam Co., Ltd",Ho Chi Minh - Ha Noi,"ReactJS, Microservices, Unit test, VueJS, JavaScript, English",2025-11-27 13:24:43,https://itviec.com/it-jobs/senior-golang-developer-backend-aws-mysql-andpad-vietnam-co-ltd-2830?lab_feature=preview_jd_page,Frontend Developer,"2F, Building C, Office Area, Udic Complex, Hoang Dao Thuy Street, Yen Hoa Ward, Cau Giay, Ha Noi",2025-12-08 13:32:59
Principal Frontend Engineer (ReactJS/VueJS),"ANDPAD VietNam Co., Ltd",Ho Chi Minh,"Azure, Data Engineer, ETL, Databricks",2025-11-27 13:24:44,https://itviec.com/it-jobs/principal-frontend-engineer-reactjs-vuejs-andpad-vietnam-co-ltd-4450?lab_feature=preview_jd_page,Data Engineer,At office,2025-12-08 13:32:59
"Lead Data Engineer (Azure, ETL)",Viet Thai International,Ho Chi Minh,"Python, JavaScript, SQL, Microservices, ReactJS, FastAPI",2025-11-27 13:24:44,https://itviec.com/it-jobs/full-stack-developer-python-fastapi-react-javascript-beyondsoft-technology-vietnam-company-limited-1137?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
Senior Data Engineer,One Mount Group,Ha Noi,"Embedded, Linux, C language, C++",2025-11-27 13:24:45,https://itviec.com/it-jobs/senior-data-engineer-one-mount-group-4641?lab_feature=preview_jd_page,Embedded Engineer,At office,2025-12-08 13:32:59
"Senior Linux Embedded (C language, C++) - From 2000$",Jeisys Medical Viet Nam,Ha Noi,"Business Analysis, Odoo, ERP",2025-11-27 13:24:45,https://itviec.com/it-jobs/senior-linux-embedded-c-language-c-from-2000-jeisys-medical-viet-nam-3725?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
Business Analyst,Bảo hiểm Tasco,Ha Noi,"Pentest, Cloud Security, Application Security, Penetration Testing",2025-11-27 13:24:45,https://itviec.com/it-jobs/business-analyst-bao-hiem-tasco-0158?lab_feature=preview_jd_page,Application Security Engineer,At office,2025-12-08 13:32:59
Application Security Engineer,SSI Securities Corporation,Ha Noi,"Information Security, SIEM, Cloud Security, SOAR",2025-11-27 13:24:46,https://itviec.com/it-jobs/application-security-engineer-ssi-securities-corporation-0627?lab_feature=preview_jd_page,Security Engineer,At office,2025-12-08 13:32:59
SOC Manager,SSI Securities Corporation,Ho Chi Minh,"Microsoft Dynamics 365, Enterprise Architecture, ERP",2025-11-27 13:24:46,https://itviec.com/it-jobs/soc-manager-ssi-securities-corporation-5910?lab_feature=preview_jd_page,Network Engineer,At office,2025-12-08 13:32:59
D365 Functional Consultant,Bosch Global Software Technologies Company Limited,Ho Chi Minh,"QA QC, Java, Generative AI, Tester, Team Management, Automation Test",2025-11-26 13:24:46,https://itviec.com/it-jobs/d365-functional-consultant-bosch-global-software-technologies-company-limited-5555?lab_feature=preview_jd_page,Manager,At office,2025-12-08 13:32:59
"QA Manager (Automation Test, QA QC, English)",Nakivo,Ho Chi Minh,"Laravel, ReactJS, VueJS, PHP",2025-11-26 13:24:46,https://itviec.com/it-jobs/technical-qa-manager-qa-qc-automation-tester-nakivo-2451?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Business Analyst,Công Ty Cổ Phần Công Nghệ Proton,Ha Noi,"Business Analysis, Project Management, Figma",2025-11-26 13:24:56,https://itviec.com/it-jobs/business-analyst-cong-ty-co-phan-cong-nghe-proton-3108?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
[Remote/Hybrid] Backend Engineer (Golang & NodeJS),Semrush,Ho Chi Minh,"JavaScript, English, TypeScript, ReactJS",2025-11-26 13:24:57,https://itviec.com/it-jobs/senior-principal-frontend-engineer-reactjs-ai-money-forward-vietnam-co-ltd-0732/content?job_index=2&locale=en&page=25,Frontend Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
