job_title,company_name,location,skills_required,date_posted,job_link,job_category,work_mode,crawl_date
Chuyên viên Vận hành Middleware và Cơ sở dữ liệu,Vietbank,Ho Chi Minh,"PostgreSql, XML, JSON, SOAP, IBM DB2, Kafka",2025-12-08 10:17:50,https://itviec.com/it-jobs/chuyen-vien-van-hanh-middleware-va-co-so-du-lieu-vietbank-4513?lab_feature=preview_jd_page,Banking & Financial Systems Developer,At office,2025-12-08 13:32:59
Chuyên viên Vận hành Middleware và Cơ sở dữ liệu,Vietbank,Ha Noi,"Oracle, AWS",2025-12-08 10:17:51,https://itviec.com/it-jobs/data-engineer-dba-lg-cns-viet-nam-3854?lab_feature=preview_jd_page,Data Engineer,At office,2025-12-08 13:32:59
Chuyên viên Vận hành CoreBanking,Vietbank,Ha Noi,"Spring Boot, ReactJS",2025-12-08 10:17:52,https://itviec.com/it-jobs/chuyen-vien-van-hanh-corebanking-vietbank-3818?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
,CODE88 COMPANY LIMITED,Ho Chi Minh,"Business Analysis, English",2025-12-08 10:17:52,https://itviec.com/it-jobs/it-business-analyst-code88-company-limited-3354?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
,MetaCrew,Ho Chi Minh,"NodeJS, AWS, Azure, Python, AI, ReactJS",2025-12-08 09:17:53,https://itviec.com/it-jobs/backend-developer-node-js-metacrew-3217?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Backend Developer (Node JS),C2C Tech Hub,Ho Chi Minh,"ReactJS, NextJS, JavaScript",2025-12-08 09:17:53,https://itviec.com/it-jobs/frontend-engineer-reactjs-nextjs-javascript-c2c-tech-hub-0119?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
TMO - Solution Architecture Manager,Ngân Hàng Á Châu | ACB,Ho Chi Minh,"Enterprise Architecture, IT Governance, ITIL Foundation, System Architecture, Technology Roadmapping, TOGAF",2025-12-08 09:17:54,https://itviec.com/it-jobs/solution-architecture-manager-ngan-hang-a-chau-acb-0323?lab_feature=preview_jd_page,Enterprise Architect,At office,2025-12-08 13:32:59
TMO - Enterprise Architecture Senior Manager (TOGAF),Ngân Hàng Á Châu | ACB,Ha Noi - Da Nang,"Cloud, Terraform, Kubernetes, AWS",2025-12-08 08:17:55,https://itviec.com/it-jobs/senior-devops-sre-engineer-smartdev-llc-5923/content?job_index=9&locale=en&page=1,DevOps Engineer,Hybrid (flexible between home and office),2025-12-08 13:32:59
Senior DevOps/SRE Engineer,SmartDev LLC,Ha Noi,"Data Science, PyTorch, TensorFlow, Machine Learning, SQL, Python",2025-12-08 08:17:55,https://itviec.com/it-jobs/senior-devops-sre-engineer-smartdev-llc-5923?lab_feature=preview_jd_page,Data Scientist,At office,2025-12-08 13:32:59
Senior Data Scientist (Python/ SQL) - OB After Tết,Sun Group,Ho Chi Minh,"VueJS, English, ReactJS, Nuxt.js, TypeScript, JavaScript",2025-12-08 07:17:56,https://itviec.com/it-jobs/senior-principal-frontend-engineer-vuejs-money-forward-vietnam-co-ltd-1317?lab_feature=preview_jd_page,Frontend Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
Senior/Principal Frontend Engineer (VueJS),"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,"Java, Windows Server, API, Linux, Microservices, Spring",2025-12-08 07:17:56,https://itviec.com/it-jobs/cv-phat-trien-ung-dung-java-developer-sacombank-0506/content?job_index=12&locale=en&page=1,Backend Developer,At office,2025-12-08 13:32:59
CV Phát triển ứng dụng (Java Developer),Sacombank,Ho Chi Minh,"Product strategy, Product Management, Leadership, Software Architecture, Team Management, English",2025-12-08 07:17:57,https://itviec.com/it-jobs/chief-technology-officer-cto-titan-dms-2845/content?job_index=13&locale=en&page=1,"C-level (CTO, CIO, CISO, CDO)",Hybrid (flexible between home and office),2025-12-08 13:32:59
Chief Technology Officer (CTO),Titan DMS,Ha Noi,"Spring Boot, API, Microservices, NoSQL, Cloud, SQL",2025-12-08 06:18:00,https://itviec.com/it-jobs/chief-technology-officer-cto-titan-dms-2845?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
"Backend Developer (Spring Boot, SQL)",Trung tâm CNTT Tập đoàn Bảo Việt,Ho Chi Minh,"Android, CI/CD, TypeScript, JSON, Flutter, Mobile Apps",2025-12-08 05:18:00,https://itviec.com/it-jobs/backend-developer-spring-boot-sql-trung-tam-cntt-tap-doan-bao-viet-2237?lab_feature=preview_jd_page,Mobile Application Developer,At office,2025-12-08 13:32:59
Staff Mobile Engineer (Android),Be Group,Ha Noi,"ASP.NET, Spring, Golang, Kafka, Java",2025-12-08 05:18:01,https://itviec.com/it-jobs/backend-developer-java-net-golang-vinsmart-future-0348/content?job_index=16&locale=en&page=1,Backend Developer,At office,2025-12-08 13:32:59
"Backend Developer (Java, .Net, Golang)",VinSmart Future,Ha Noi,,2025-12-08 05:18:01,https://itviec.com/it-jobs/backend-developer-java-net-golang-vinsmart-future-0348?lab_feature=preview_jd_page,Software/Technical Architect,At office,2025-12-08 13:32:59
Solution Architect - Backend Dev(Java/ Golang/ Python),Netcompany,Ho Chi Minh,"Java, Spring Boot, Spring, English",2025-12-08 05:18:02,https://itviec.com/it-jobs/senior-software-developer-java-with-sign-on-bonus-netcompany-3016?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
"Java Team Lead (Spring, MySQL, Hibernate)",Byteuptech,Ho Chi Minh,"Java, English, MySQL, Hibernate, Leadership, Spring",2025-12-08 04:18:13,https://itviec.com/it-jobs/java-team-lead-spring-mysql-hibernate-byteuptech-0225?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
"Java Team Lead (Spring, MySQL, Hibernate)",Byteuptech,Ha Noi,"Solution Architecture, Database, CI/CD, Google Cloud, Spring Boot, Java",2025-12-08 04:18:13,https://itviec.com/it-jobs/solution-architect-fintech-financial-domain-one-mount-group-1801?lab_feature=preview_jd_page,Solution Architect,At office,2025-12-08 13:32:59
Consulting Sales Manager / Sales Executive,Discova,Ho Chi Minh,"Microsoft Power Apps, CRM, API, Microsoft Azure SQL Database, Power Automate, Power BI",2025-12-08 04:18:14,https://itviec.com/it-jobs/power-platform-d365-fo-engineer-power-apps-power-bi-discova-2458?lab_feature=preview_jd_page,Enterprise Application Developer (CRM),Hybrid (flexible between home and office),2025-12-08 13:32:59
Business Analyst (Microsoft Dynamics 365 CRM & FO),Discova,Ho Chi Minh,"AI, Machine Learning, GCP, AWS, SQL, Python",2025-12-08 03:18:15,https://itviec.com/it-jobs/business-analyst-microsoft-dynamics-365-crm-fo-discova-1055?lab_feature=preview_jd_page,AI / Machine Learning Engineer,Hybrid (flexible between home and office),2025-12-08 13:32:59
AI/Machine Learning Engineer (Python),Persol Career Tech Studio Vietnam,Ha Noi,"Security, IT Governance, Governance, Risk & Compliance, Information Security, Cloud Security",2025-12-08 03:18:15,https://itviec.com/it-jobs/ai-machine-learning-engineer-python-persol-career-tech-studio-vietnam-0716?lab_feature=preview_jd_page,Security Engineer,At office,2025-12-08 13:32:59
CVCC Bảo mật Dữ liệu - Senior Data Security,MB Bank,Ha Noi,"Tester, TestRail, Appium, Android studio, Scrum, Agile",2025-12-08 03:18:15,https://itviec.com/it-jobs/cvcc-bao-mat-du-lieu-senior-data-security-mb-bank-5926?lab_feature=preview_jd_page,Manual Tester,At office,2025-12-08 13:32:59
Manual Tester,MB Bank,Ho Chi Minh,"Automation Test, Tester, QA QC, SQL, English",2025-12-08 03:18:16,https://itviec.com/it-jobs/manual-tester-mb-bank-0325?lab_feature=preview_jd_page,Automation Tester,Hybrid (flexible between home and office),2025-12-08 13:32:59
QA Automation Engineer (Ho Chi Minh City),mgm technology partners Vietnam,Ha Noi,"UI-UX, Leadership, Team Management, Product Design",2025-12-08 03:18:16,https://itviec.com/it-jobs/qa-automation-engineer-ho-chi-minh-city-mgm-technology-partners-vietnam-3849?lab_feature=preview_jd_page,UX/UI Designer,At office,2025-12-08 13:32:59
Head of Design (UX/UI / Product Design),AhaSlides,Ho Chi Minh,"NodeJS, HTML, ReactJS, NextJS, TypeScript, SQL",2025-12-08 03:18:16,https://itviec.com/it-jobs/qa-engineer-automation-test-ahaslides-5237?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
[Ho Chi Minh] Full-Stack Developer (ReactJS/ NodeJS),ONE Tech Stop Vietnam Company Ltd,Ha Noi,"ReactJS, HTML, JavaScript, Redux, Angular, VueJS",2025-12-08 03:18:17,https://itviec.com/it-jobs/ho-chi-minh-full-stack-developer-reactjs-nodejs-one-tech-stop-vietnam-company-ltd-0115?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
Senior Front-end (upto 3500 USD/month),Blue Belt Technology,Ho Chi Minh,"Business Intelligence, Product Owner, Business Analysis, UI-UX, Product Management, Agile",2025-12-08 02:18:17,https://itviec.com/it-jobs/senior-front-end-upto-3500-usd-month-blue-belt-technology-5258?lab_feature=preview_jd_page,Business Analyst,At office,2025-12-08 13:32:59
Business Analyst Officer,Motorist Pte Ltd,Ho Chi Minh,"IT Support, Windows, System Admin, Linux, Database, English",2025-12-08 02:18:17,https://itviec.com/it-jobs/business-analyst-officer-motorist-pte-ltd-4104?lab_feature=preview_jd_page,Technical Customer Support,Hybrid (flexible between home and office),2025-12-08 13:32:59
"Software Support Engineer (Level 1, English)",Adnovum Vietnam,Ho Chi Minh,"DevOps, AWS, English, Python",2025-12-08 01:18:18,https://itviec.com/it-jobs/software-support-engineer-level-1-english-adnovum-vietnam-2251?lab_feature=preview_jd_page,Cloud Engineer,At office,2025-12-08 13:32:59
DevOps Engineer (AWS Certified),IVC (ISB Vietnam),Ho Chi Minh - Ha Noi,"QA QC, Black box testing, TestNG, Automation Test, Selenium, Tester",2025-12-07 13:18:18,https://itviec.com/it-jobs/devops-engineer-aws-certified-ivc-isb-vietnam-0711?lab_feature=preview_jd_page,Automation Tester,Hybrid (flexible between home and office),2025-12-08 13:32:59
"Senior/Lead QA Engineer (QE, QC, Automation Tester)",NAB Innovation Centre Vietnam,Ho Chi Minh,"Product Management, English, Project Management, Product roadmap, Business Analysis, Product strategy",2025-12-07 13:18:18,https://itviec.com/it-jobs/senior-lead-qa-engineer-qe-qc-automation-tester-nab-innovation-centre-vietnam-4831?lab_feature=preview_jd_page,Product Manager,At office,2025-12-08 13:32:59
[SPX Express] Product Management (Business Analyst),Shopee,Ha Noi,"Database, ETL, Grafana, Prometheus, Linux, SQL",2025-12-07 13:18:19,https://itviec.com/it-jobs/spx-express-product-management-business-analyst-shopee-3622?lab_feature=preview_jd_page,Database Administrator,At office,2025-12-08 13:32:59
CV Quản trị Cơ sở dữ liệu- Database Administrator,MB Bank,Ho Chi Minh,"Data Engineer, Scala, Python, Golang, Google Cloud, Google BigQuery",2025-12-07 13:18:19,https://itviec.com/it-jobs/cv-quan-tri-co-so-du-lieu-database-administrator-mb-bank-0654?lab_feature=preview_jd_page,Data Engineer,At office,2025-12-08 13:32:59
"Senior Data Engineer (Cloud, Go, Python, Scala)",Chotot,Ha Noi,"Leadership, Java, Japanese",2025-12-07 13:18:19,https://itviec.com/it-jobs/senior-data-engineer-chotot-2114?lab_feature=preview_jd_page,Project Manager,,2025-12-08 13:32:59
Senior Data Scientist - Credit Insight,Trusting Social,Ho Chi Minh,"Data Science, LLM, Statistical Analysis, R, Machine Learning, Python",2025-12-07 13:18:29,https://itviec.com/it-jobs/senior-data-scientist-credit-insight-trusting-social-2616?lab_feature=preview_jd_page,Data Scientist,At office,2025-12-08 13:32:59
Android Developer (Kotlin / MVVM),MEGAZONE,Ho Chi Minh,"DevOps, GCP, Java, Golang, Python, AWS",2025-12-07 13:18:29,https://itviec.com/it-jobs/android-developer-kotlin-mvvm-megazone-5346?lab_feature=preview_jd_page,DevSecOps Engineer,At office,2025-12-08 13:32:59
Senior DevOps,VNGGames,Ho Chi Minh,"Networking, English, Cloud, System Admin, Security, Firewall",2025-12-07 13:18:29,https://itviec.com/it-jobs/senior-devops-vnggames-5552?lab_feature=preview_jd_page,Network Engineer,At office,2025-12-08 13:32:59
"Tư Vấn Triển Khai Network (Firewall, LAN, WAN)",Lac Viet Computing Corporation,Ho Chi Minh,"Database, MongoDB, Azure, PostgreSql, MySQL, English",2025-12-07 13:18:33,https://itviec.com/it-jobs/tu-van-trien-khai-network-firewall-lan-wan-lac-viet-computing-corporation-3654?lab_feature=preview_jd_page,Database Engineer,At office,2025-12-08 13:32:59
Cloud & Database Ops,Oivan,Ha Noi,"Bridge Engineer, Japanese",2025-12-07 13:18:33,https://itviec.com/it-jobs/cloud-database-ops-oivan-0708?lab_feature=preview_jd_page,Bridge System Engineer (BrSE),At office,2025-12-08 13:32:59
Japanese Bridge SE,Saishunkan System Vietnam,Ha Noi,"Cloud, Container Security",2025-12-07 13:18:33,https://itviec.com/it-jobs/japanese-bridge-se-saishunkan-system-vietnam-2153?lab_feature=preview_jd_page,Cloud Engineer,At office,2025-12-08 13:32:59
[Viettel Networks] Kỹ sư Giải pháp Cloud,Viettel Group,Ha Noi,"Automation Test, Cloud, GitLab, Kanban, Scrum, Agile",2025-12-07 13:18:34,https://itviec.com/it-jobs/viettel-networks-ky-su-giai-phap-cloud-viettel-group-5550?lab_feature=preview_jd_page,Automation Tester,At office,2025-12-08 13:32:59
[Viettel Networks] Kỹ sư Kiểm thử Phần mềm,Viettel Group,Ha Noi,"SQL, Database, Data-driven, PostgreSql, Microsoft SQL Server, Oracle",2025-12-06 13:18:34,https://itviec.com/it-jobs/viettel-networks-ky-su-kiem-thu-phan-mem-viettel-group-5626?lab_feature=preview_jd_page,SysOps Engineer,At office,2025-12-08 13:32:59
Quản trị ứng dụng và khai thác dữ liệu,VCBS,Ha Noi,"Business Analysis, ERP, MySQL, SQL, English",2025-12-06 13:18:34,https://itviec.com/it-jobs/business-analyst-sign-in-bonus-softel-solutions-2257/content?job_index=9&locale=en&page=3,Business Analyst,At office,2025-12-08 13:32:59
Business Analyst (Sign-in Bonus),Softel Solutions,Ha Noi,"Data Science, Data Analysis, Big Data, Machine Learning, SQL, Python",2025-12-06 13:18:35,https://itviec.com/it-jobs/business-analyst-sign-in-bonus-softel-solutions-2257?lab_feature=preview_jd_page,Data Scientist,At office,2025-12-08 13:32:59
"Senior Data Scientist (Strong Python, SQL)",Golden Gate,Ha Noi,"DevSecOps, CI/CD, Docker, AWS, DevOps, Python",2025-12-06 13:18:35,https://itviec.com/it-jobs/senior-data-scientist-strong-python-sql-golden-gate-2119?lab_feature=preview_jd_page,DevSecOps Engineer,At office,2025-12-08 13:32:59
Senior DevSecOps Engineer - Up to 30 months salary,Crossian,Ho Chi Minh - Ha Noi,"Project Management, Business Analysis, English, Japanese, SAP",2025-12-06 13:18:35,https://itviec.com/it-jobs/senior-devsecops-engineer-up-to-30-months-salary-crossian-2926?lab_feature=preview_jd_page,ERP Consultant,Hybrid (flexible between home and office),2025-12-08 13:32:59
Project Management Office Consultant (Japanese N2~),CÔNG TY TNHH ABEAM CONSULTING (VIỆT NAM),Ha Noi,"Database, Microsoft SQL Server, PostgreSql, Oracle, SQL",2025-12-06 13:18:36,https://itviec.com/it-jobs/project-management-office-consultant-japanese-n2-cong-ty-tnhh-abeam-consulting-viet-nam-0758?lab_feature=preview_jd_page,Database Administrator,At office,2025-12-08 13:32:59
CV Quản trị cơ sở dữ liệu - Database Administrator,Trung tâm CNTT Tập đoàn Bảo Việt,Ho Chi Minh,"Power Automate, LLM, Robotic Process Automation (RPA), Database, AI, Python",2025-12-06 13:18:36,https://itviec.com/it-jobs/cv-quan-tri-co-so-du-lieu-database-administrator-trung-tam-cntt-tap-doan-bao-viet-5734?lab_feature=preview_jd_page,RPA Engineer,At office,2025-12-08 13:32:59
Senior RPA Developer (Power Automate/Python/Dify.ai),Ambition Vietnam,Ho Chi Minh,"Unity, C#, .Net Core, English",2025-12-06 13:18:36,https://itviec.com/it-jobs/senior-rpa-developer-power-automate-python-dify-ai-ambition-vietnam-2850?lab_feature=preview_jd_page,Fullstack Developer,,2025-12-08 13:32:59
Senior Unity Developer,Simpson Strong-Tie Vietnam,Ha Noi,"Tester, Cucumber, Katalon, API, QA QC, SQL",2025-12-06 13:18:36,https://itviec.com/it-jobs/senior-unity-developer-simpson-strong-tie-vietnam-0546?lab_feature=preview_jd_page,Manual Tester,At office,2025-12-08 13:32:59
[Onsite Bank] Manual Tester - Up to 30M,Kobo Asia,Ho Chi Minh,".NET, Japanese, JavaScript, C#",2025-12-06 13:18:37,https://itviec.com/it-jobs/system-designer-brse-japanese-speaking-kobo-asia-0600?lab_feature=preview_jd_page,Fullstack Developer,"12th Floor, Saigon Prime Office Building, 107-109-111 Nguyen Dinh Chieu Str. Ward 6, Dist.3 HCMC, District 3, Ho Chi Minh",2025-12-08 13:32:59
Mid/Sr iOS Developer - English required,"Rakuten Fintech Vietnam Co., Ltd.",Ho Chi Minh,"Tester, English, Scrum, Agile, Postman, Jira",2025-12-06 13:18:37,https://itviec.com/it-jobs/mid-sr-ios-developer-english-required-rakuten-fintech-vietnam-co-ltd-0930?lab_feature=preview_jd_page,Manual Tester,At office,2025-12-08 13:32:59
"QA Automation Engineer (Python, TypeScript, QA QC)",Outpost24,Ha Noi,"Automation Test, Playwright, TypeScript, QA QC, JavaScript, Python",2025-12-06 13:18:48,https://itviec.com/it-jobs/qa-automation-engineer-python-typescript-qa-qc-outpost24-4311?lab_feature=preview_jd_page,Automation Tester,At office,2025-12-08 13:32:59
"QA Automation Engineer (Python, TypeScript, QA QC)",Outpost24,Ha Noi,"Flutter, Blazor, C#, .Net Core, ASP.NET",2025-12-06 13:18:49,https://itviec.com/it-jobs/chuyen-vien-phat-trien-phan-mem-flutter-ssi-securities-corporation-4601?lab_feature=preview_jd_page,Software/Technical Architect,At office,2025-12-08 13:32:59
Saas Web Designer (Figma),AcceleratorApp,Others,"Product Design, Responsive Design, Design Systems, Figma",2025-12-06 13:18:49,https://itviec.com/it-jobs/saas-web-designer-figma-acceleratorapp-0605?lab_feature=preview_jd_page,UX/UI Designer,At office,2025-12-08 13:32:59
Saas Web Designer (Figma),AcceleratorApp,Others,"NodeJS, TypeScript, Python, AI, MongoDB, GraphQL",2025-12-06 13:18:50,https://itviec.com/it-jobs/backend-end-developer-typespcript-graphql-mongo-acceleratorapp-3635/content?job_index=3&locale=en&page=4,Backend Developer,Remote (don't have to come to the office),2025-12-08 13:32:59
,MB Bank,Ha Noi,"Networking, System Admin, PCI DSS, Juniper, Cisco",2025-12-06 13:18:50,https://itviec.com/it-jobs/all-level-network-administrator-cisco-hp-juniper-mb-bank-0325?lab_feature=preview_jd_page,Network Engineer,At office,2025-12-08 13:32:59
[All level] Network Administrator (Cisco/HP/Juniper),NAL Việt Nam,Ha Noi,"Japanese IT Communication, Bridge Engineer, Project Management, Business Analysis",2025-12-06 13:18:51,https://itviec.com/it-jobs/brse-project-manager-it-comtor-japanese-n2-nal-viet-nam-1653?lab_feature=preview_jd_page,Manager,At office,2025-12-08 13:32:59
BrSE/Project Manager/IT Comtor (Japanese N2~),NAL Việt Nam,Ho Chi Minh - Ha Noi,"Golang, CI/CD, PostgreSql, MySQL, AWS, English",2025-12-05 13:18:52,https://itviec.com/it-jobs/principal-senior-golang-engineer-open-for-expats-money-forward-vietnam-co-ltd-0450?lab_feature=preview_jd_page,Backend Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
Manual Tester (QA/QC),GemCommerce,Ha Noi,"Tester, SQL, UI-UX, API",2025-12-05 13:18:53,https://itviec.com/it-jobs/manual-tester-qa-qc-gemcommerce-1256?lab_feature=preview_jd_page,Manual Tester,At office,2025-12-08 13:32:59
,VNDIRECT,Ha Noi,"Product Owner, AI, Postman, Jira, Scrum, Agile",2025-12-05 13:18:53,https://itviec.com/it-jobs/product-owner-agile-scrum-jira-postman-figma-ai-vndirect-4649?lab_feature=preview_jd_page,Product Owner,At office,2025-12-08 13:32:59
"Product Owner (Agile/Scrum, Jira, Postman, Figma, AI)",VNDIRECT,Ha Noi,"UI-UX, Design, English",2025-12-05 13:18:54,https://itviec.com/it-jobs/ui-ux-lead-1-month-salary-sign-on-bonus-niteco-vietnam-co-ltd-1958?lab_feature=preview_jd_page,UX/UI Designer,At office,2025-12-08 13:32:59
UI UX Lead (1-month salary sign-on bonus),"Niteco Vietnam Co., Ltd",Ho Chi Minh,"Automation Test, QA QC",2025-12-05 13:18:55,https://itviec.com/it-jobs/qa-engineer-east-agile-4933?lab_feature=preview_jd_page,Automation Tester,At office,2025-12-08 13:32:59
QA Engineer,East Agile,Ho Chi Minh - Da Nang,"AI, ReactJS, Fullstack, Python",2025-12-05 13:18:55,https://itviec.com/it-jobs/senior-full-stack-web-and-ai-developer-east-agile-4646/content?job_index=12&locale=en&page=4,Fullstack Developer,At office,2025-12-08 13:32:59
Senior Full-stack Web and AI Developer,East Agile,Ha Noi,"C++, C#, Machine Learning, OOP, Jira, Python",2025-12-05 13:18:55,https://itviec.com/it-jobs/vision-engineer-c-c-python-koh-young-technology-inc-3520?lab_feature=preview_jd_page,AI / Machine Learning Engineer,At office,2025-12-08 13:32:59
Bridge System Engineer (BSE),IVC (ISB Vietnam),Ho Chi Minh,"iOS, Firebase, Objective C, Mobile Apps, Swift",2025-12-05 13:18:57,https://itviec.com/it-jobs/senior-ios-developer-swift-tymex-0001/content?job_index=15&locale=en&page=4,Mobile Application Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
Senior iOS Developer (Swift),TymeX,Ha Noi,"Project Management, Java, Scrum, Agile, Japanese, Bridge Engineer",2025-12-05 13:18:57,https://itviec.com/it-jobs/bridge-engineer-cum-project-manager-japanese-n2-3k-hybrid-technologies-4145/content?job_index=16&locale=en&page=4,Project Manager,At office,2025-12-08 13:32:59
Bridge Engineer cum Project Manager (Japanese N2) | $3k,Hybrid Technologies,Ha Noi,"ReactJS, CSS, HTML, TypeScript, JavaScript, NextJS",2025-12-05 13:18:58,https://itviec.com/it-jobs/bridge-engineer-cum-project-manager-japanese-n2-3k-hybrid-technologies-4145?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
"Frontend Developer (ReactJS, NextJS, JavaScript)",Công ty cổ phần Tập đoàn Công nghệ Quảng Ích (QIG),Ha Noi,"Product Management, Data Science, English, Machine Learning, AI, Product Owner",2025-12-05 13:18:58,https://itviec.com/it-jobs/frontend-developer-reactjs-nextjs-javascript-cong-ty-co-phan-tap-doan-cong-nghe-quang-ich-qig-1555?lab_feature=preview_jd_page,Product Manager,At office,2025-12-08 13:32:59
"Product Manager (Good English, AI/Machine Learning)",Outcubator,Ha Noi,"Automation Test, QA QC",2025-12-05 13:18:58,https://itviec.com/it-jobs/product-manager-good-english-ai-machine-learning-outcubator-3950?lab_feature=preview_jd_page,Automation Tester,At office,2025-12-08 13:32:59
QUALITY ASSURANCE/TESTER (Good English Speaking),Kis Technology,Ha Noi,"QA QC, English",2025-12-05 13:19:11,https://itviec.com/it-jobs/quality-assurance-tester-good-english-speaking-kis-technology-3546?lab_feature=preview_jd_page,Manual Tester,At office,2025-12-08 13:32:59
PHP Backend Developer (Laravel/Magento/Wordpress),ORO Vietnam,Da Nang - Ho Chi Minh,"Product Owner, Agile, Business Analysis, UI-UX, English",2025-12-05 13:19:11,https://itviec.com/it-jobs/php-backend-developer-laravel-magento-wordpress-oro-vietnam-5329?lab_feature=preview_jd_page,Product Owner,At office,2025-12-08 13:32:59
[Da Nang & Ho Chi Minh] Product Owner,ONE Tech Stop Vietnam Company Ltd,Ho Chi Minh - Da Nang,"QA QC, Salesforce, English, Scrum, Agile, Tester",2025-12-05 13:19:12,https://itviec.com/it-jobs/da-nang-ho-chi-minh-product-owner-one-tech-stop-vietnam-company-ltd-0300?lab_feature=preview_jd_page,Test Coordinator / QAQC Coordinator,At office,2025-12-08 13:32:59
[Da Nang & Ho Chi Minh] QA Engineer,ONE Tech Stop Vietnam Company Ltd,Ho Chi Minh,"Business Analysis, Waterfall Methodology, Agile, Technical Writing, English, ERP",2025-12-05 13:19:12,https://itviec.com/it-jobs/it-business-analyst-erp-agile-english-gene-solutions-0239/content?job_index=4&locale=en&page=5,Business Analyst,At office,2025-12-08 13:32:59
"IT Business Analyst (ERP, Agile, English)",Gene Solutions,Ho Chi Minh,"Networking, AWS, IDS/IPS, Cloud, System Admin, Firewall",2025-12-05 13:19:12,https://itviec.com/it-jobs/it-business-analyst-erp-agile-english-gene-solutions-0239?lab_feature=preview_jd_page,Network Engineer,At office,2025-12-08 13:32:59
"Senior IT Network Engineer (Security, IDS/IPS, Cloud)",Gene Solutions,Ha Noi,"Business Analysis, Project Management, Agile",2025-12-05 13:19:13,https://itviec.com/it-jobs/senior-it-network-engineer-security-ids-ips-cloud-gene-solutions-4517?lab_feature=preview_jd_page,Business Analyst,Hybrid (flexible between home and office),2025-12-08 13:32:59
[HN] Middle/Senior Technical Business Analyst,NAB Innovation Centre Vietnam,Ha Noi,"Team Management, Java, Cloud, Product Management, Project Management, Software Architecture",2025-12-05 13:19:13,https://itviec.com/it-jobs/hn-middle-senior-technical-business-analyst-nab-innovation-centre-vietnam-3243?lab_feature=preview_jd_page,Manager,Hybrid (flexible between home and office),2025-12-08 13:32:59
[HN] Engineering Manager,NAB Innovation Centre Vietnam,Ha Noi,"Mockups, UI-UX, Figma, API, NodeJS",2025-12-05 13:19:13,https://itviec.com/it-jobs/hn-engineering-manager-nab-innovation-centre-vietnam-5820?lab_feature=preview_jd_page,Fullstack Developer,At office,2025-12-08 13:32:59
Fullstack Developer – Product Mockup & Preview Platform,SenPrints,Ha Noi,"Java, Microservices, Cloud, Spring",2025-12-05 13:19:14,https://itviec.com/it-jobs/fullstack-developer-product-mockup-preview-platform-senprints-0236?lab_feature=preview_jd_page,Backend Developer,Hybrid (flexible between home and office),2025-12-08 13:32:59
[HN] Middle/Senior Java Engineer,NAB Innovation Centre Vietnam,Ha Noi,"AI, Cloud, LLM, Python",2025-12-05 13:19:14,https://itviec.com/it-jobs/hn-middle-senior-java-engineer-nab-innovation-centre-vietnam-5308?lab_feature=preview_jd_page,AI / Machine Learning Engineer,Hybrid (flexible between home and office),2025-12-08 13:32:59
[Hanoi] Principal/Senior AI/LLM Prompt Engineer,"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,"Golang, AI, Elasticsearch, Redis, PostgreSql, Microservices",2025-12-05 13:19:15,https://itviec.com/it-jobs/hanoi-principal-senior-ai-llm-prompt-engineer-money-forward-vietnam-co-ltd-3615?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
Senior Backend Golang Engineer,CÔNG TY TNHH FINAN,Ho Chi Minh,"PHP, Leadership, Laravel, Database, Symfony, SQL",2025-12-05 13:19:15,https://itviec.com/it-jobs/senior-backend-golang-engineer-cong-ty-tnhh-finan-4942?lab_feature=preview_jd_page,Backend Developer,At office,2025-12-08 13:32:59
PHP Team Leader (Laravel/ SQL),ORO Vietnam,Ho Chi Minh,"ReactJS, Redux, JavaScript, NextJS, TypeScript",2025-12-05 13:19:15,https://itviec.com/it-jobs/php-team-leader-laravel-sql-oro-vietnam-4042?lab_feature=preview_jd_page,Frontend Developer,At office,2025-12-08 13:32:59
Frontend Engineer (ReactJS/TypeScript/NextJS),RGP Software Processing,Ha Noi,"Bridge Engineer, Product Owner, Project Management, Japanese IT Communication, Japanese",2025-12-05 13:19:16,https://itviec.com/it-jobs/frontend-engineer-reactjs-typescript-nextjs-rgp-software-processing-4842?lab_feature=preview_jd_page,Bridge System Engineer (BrSE),At office,2025-12-08 13:32:59
